Vf,S2018
0.250,0.006110
0.255,0.009391
0.260,0.013872
0.265,0.019716
0.270,0.026994
0.275,0.035650
0.280,0.045492
0.285,0.056196
0.290,0.067350
0.295,0.078514
0.300,0.089289
0.305,0.099379
0.310,0.108635
0.315,0.117060
0.320,0.124799
0.325,0.132087
0.330,0.139200
0.335,0.146397
0.340,0.153878
0.345,0.161753
0.350,0.170033
0.355,0.178636
0.360,0.187404
0.365,0.196135
0.370,0.204608
0.375,0.212617
0.380,0.219993
0.385,0.226621
0.390,0.232451
0.395,0.237496
0.400,0.241825
0.405,0.245554
0.410,0.248829
0.415,0.251812
0.420,0.254668
0.425,0.257558
0.430,0.260624
0.435,0.263988
0.440,0.267752
0.445,0.271987
0.450,0.276745
0.455,0.282050
0.460,0.287903
0.465,0.294286
0.470,0.301161
0.475,0.308298
0.480,0.315945
0.485,0.324098
0.490,0.332757
0.495,0.341933
0.500,0.351645
0.505,0.361924
0.510,0.372816
0.515,0.384381
0.520,0.396690
0.525,0.409829
0.530,0.423894
0.535,0.438991
0.540,0.455229
0.545,0.472719
0.550,0.491562
0.555,0.511847
0.560,0.533636
0.565,0.556955
0.570,0.581785
0.575,0.608045
0.580,0.635589
0.585,0.664198
0.590,0.693579
0.595,0.723373
0.600,0.753163
0.605,0.782497
0.610,0.810913
0.615,0.837961
0.620,0.863238
0.625,0.886408
0.630,0.907226
0.635,0.925545
0.640,0.941327
0.645,0.954627
0.650,0.965588
0.655,0.974418
0.660,0.981368
0.665,0.986712
0.670,0.990723
0.675,0.993663
0.680,0.995766
0.685,0.997234
0.690,0.998233
0.695,0.998897
0.700,0.999328
0.705,0.999600
0.710,0.999767
0.715,0.999868
0.720,0.999927
0.725,0.999960
0.730,0.999979
0.735,0.999989
0.740,0.999995
0.745,0.999997
0.750,0.999999
