CD,composite,P2020,P2016,S2018,S2016,G2020,AG2020
1,0.790446,0.796635,0.782049,0.815464,0.800826,0.782495,0.765818
2,0.448143,0.460549,0.413386,0.487964,0.478785,0.447825,0.405999
3,0.374017,0.366844,0.337386,0.422712,0.441236,0.361250,0.331887
4,0.309472,0.297965,0.280393,0.352677,0.391416,0.294519,0.271060
5,0.628888,0.634235,0.607776,0.652716,0.658062,0.622121,0.601972
6,0.326034,0.311204,0.298045,0.376545,0.415656,0.310636,0.284922
7,0.287986,0.289160,0.261320,0.324232,0.332964,0.284246,0.254729
8,0.264059,0.239776,0.235658,0.309540,0.360568,0.249066,0.222162
