Vf,P2020
0.250,0.030701
0.255,0.040781
0.260,0.052064
0.265,0.064053
0.270,0.076177
0.275,0.087894
0.280,0.098791
0.285,0.108654
0.290,0.117491
0.295,0.125502
0.300,0.133011
0.305,0.140389
0.310,0.147966
0.315,0.155974
0.320,0.164512
0.325,0.173542
0.330,0.182906
0.335,0.192359
0.340,0.201615
0.345,0.210391
0.350,0.218443
0.355,0.225598
0.360,0.231765
0.365,0.236941
0.370,0.241198
0.375,0.244666
0.380,0.247517
0.385,0.249940
0.390,0.252126
0.395,0.254256
0.400,0.256491
0.405,0.258972
0.410,0.261812
0.415,0.265098
0.420,0.268892
0.425,0.272778
0.430,0.276886
0.435,0.281407
0.440,0.286324
0.445,0.291613
0.450,0.297241
0.455,0.303172
0.460,0.309369
0.465,0.315797
0.470,0.322426
0.475,0.329239
0.480,0.336231
0.485,0.343415
0.490,0.350823
0.495,0.358506
0.500,0.366541
0.505,0.375022
0.510,0.384068
0.515,0.393815
0.520,0.404416
0.525,0.416036
0.530,0.428849
0.535,0.443028
0.540,0.458739
0.545,0.476125
0.550,0.495302
0.555,0.516340
0.560,0.539253
0.565,0.563985
0.570,0.590410
0.575,0.618321
0.580,0.647433
0.585,0.677397
0.590,0.707805
0.595,0.738211
0.600,0.768155
0.605,0.797180
0.610,0.824858
0.615,0.850811
0.620,0.874730
0.625,0.896385
0.630,0.915634
0.635,0.932424
0.640,0.946789
0.645,0.958836
0.650,0.968734
0.655,0.976699
0.660,0.982970
0.665,0.987801
0.670,0.991440
0.675,0.994119
0.680,0.996045
0.685,0.997399
0.690,0.998327
0.695,0.998948
0.700,0.999354
0.705,0.999612
0.710,0.999773
0.715,0.999870
0.720,0.999927
0.725,0.999960
0.730,0.999979
0.735,0.999989
0.740,0.999994
0.745,0.999997
0.750,0.999999
