METRIC,composite
Vf,0.427916
Sf,0.262200
EG,0.093632
PR,0.165716
GAMMA,0.197911
BS_50,0.148836
BV_50,0.050489
BS_V,0.063712
GS,0.074482
MM,0.077891
LO,0.030524
DECL,32.070353
R,3.298922
r,0.553368
Sb,0.262200
Ra,0.631100
Rb,0.131100
Va,0.666890
Vb,0.302586
L_Vf,0.405000
L_Sf,0.252554
U_Vf,0.450000
U_Sf,0.278487
