METRIC,P2016
Vf,0.401814
Sf,0.251460
EG,0.052168
PR,0.150354
GAMMA,0.233134
BS_50,0.161600
BV_50,0.051319
BS_V,-0.015677
GS,0.082760
MM,0.084098
LO,-0.002797
DECL,29.300767
R,2.531320
r,0.156910
Sb,0.251460
Ra,0.625730
Rb,0.125730
Va,0.695733
Vb,0.307064
L_Vf,0.380000
L_Sf,0.246554
U_Vf,0.425000
U_Sf,0.256801
