METRIC,S2016
Vf,0.485392
Sf,0.298732
EG,0.172052
PR,0.186660
GAMMA,0.174423
BS_50,0.170543
BV_50,0.045800
BS_V,0.164902
GS,0.061924
MM,0.056946
LO,0.085772
DECL,35.280714
R,13.777917
r,1.837657
Sb,0.298732
Ra,0.649366
Rb,0.149366
Va,0.601069
Vb,0.313159
L_Vf,0.465000
L_Sf,0.272906
U_Vf,0.510000
U_Sf,0.356850
