Vf,composite,P2020,P2016,S2018,S2016,G2020,AG2020
0.250,0.021281,0.030701,0.046216,0.006110,0.001794,0.028574,0.052500
0.255,0.029421,0.040781,0.058168,0.009391,0.002973,0.038269,0.064913
0.260,0.039067,0.052064,0.070474,0.013872,0.004748,0.049248,0.077364
0.265,0.049925,0.064053,0.082484,0.019716,0.007307,0.061053,0.089233
0.270,0.061552,0.076177,0.093639,0.026994,0.010846,0.073126,0.100064
0.275,0.073418,0.087894,0.103575,0.035650,0.015540,0.084915,0.109643
0.280,0.085002,0.098791,0.112181,0.045492,0.021513,0.095969,0.118019
0.285,0.095879,0.108654,0.119588,0.056196,0.028807,0.106021,0.125459
0.290,0.105797,0.117491,0.126114,0.067350,0.037360,0.115021,0.132370
0.295,0.114703,0.125502,0.132186,0.078514,0.047001,0.123120,0.139191
0.300,0.122736,0.133011,0.138241,0.089289,0.057460,0.130614,0.146312
0.305,0.130170,0.140389,0.144656,0.099379,0.068403,0.137867,0.153999
0.310,0.137345,0.147966,0.151694,0.108635,0.079479,0.145226,0.162369
0.315,0.144595,0.155974,0.159472,0.117060,0.090370,0.152959,0.171380
0.320,0.152181,0.164512,0.167970,0.124799,0.100841,0.161211,0.180854
0.325,0.160253,0.173542,0.177035,0.132087,0.110763,0.169990,0.190516
0.330,0.168834,0.182906,0.186423,0.139200,0.120126,0.179179,0.200041
0.335,0.177827,0.192359,0.195829,0.146397,0.129017,0.188563,0.209102
0.340,0.187038,0.201615,0.204936,0.153878,0.137588,0.197868,0.217414
0.345,0.196215,0.210391,0.213450,0.161753,0.146014,0.206809,0.224763
0.350,0.205084,0.218443,0.221136,0.170033,0.154449,0.215123,0.231029
0.355,0.213390,0.225598,0.227834,0.178636,0.162995,0.222607,0.236183
0.360,0.220923,0.231765,0.233474,0.187404,0.171679,0.229134,0.240276
0.365,0.227545,0.236941,0.238065,0.196135,0.180455,0.234661,0.243425
0.370,0.233193,0.241198,0.241687,0.204608,0.189210,0.239224,0.245781
0.375,0.237880,0.244666,0.244465,0.212617,0.197784,0.242924,0.247515
0.380,0.241684,0.247517,0.246554,0.219993,0.206002,0.245911,0.248795
0.385,0.244730,0.249940,0.248116,0.226621,0.213692,0.248357,0.249778
0.390,0.247172,0.252126,0.249310,0.232451,0.220713,0.250449,0.250568
0.395,0.249180,0.254256,0.250279,0.237496,0.226970,0.252364,0.251166
0.400,0.250922,0.256491,0.251148,0.241825,0.232419,0.254268,0.251880
0.405,0.252554,0.258972,0.251932,0.245554,0.237074,0.256307,0.252746
0.410,0.254221,0.261812,0.252806,0.248829,0.240994,0.258605,0.253806
0.415,0.256046,0.265098,0.253880,0.251812,0.244282,0.261265,0.255102
0.420,0.258137,0.268892,0.255196,0.254668,0.247065,0.264034,0.256681
0.425,0.260582,0.272778,0.256801,0.257558,0.249490,0.267126,0.258587
0.430,0.263349,0.276886,0.258740,0.260624,0.251709,0.270647,0.260866
0.435,0.266416,0.281407,0.261060,0.263988,0.253872,0.274610,0.263561
0.440,0.269947,0.286324,0.263803,0.267752,0.256121,0.279018,0.266711
0.445,0.273966,0.291613,0.267007,0.271987,0.258592,0.283866,0.270351
0.450,0.278487,0.297241,0.270705,0.276745,0.261403,0.289140,0.274508
0.455,0.283518,0.303172,0.274923,0.282050,0.264665,0.294820,0.279204
0.460,0.289058,0.309369,0.279682,0.287903,0.268471,0.300880,0.284454
0.465,0.295104,0.315797,0.284994,0.294286,0.272906,0.307294,0.290267
0.470,0.301645,0.322426,0.290867,0.301161,0.278038,0.314039,0.296649
0.475,0.308672,0.329239,0.297306,0.308298,0.283923,0.321096,0.303605
0.480,0.316179,0.336231,0.304316,0.315945,0.290604,0.328459,0.311140
0.485,0.324166,0.343415,0.311907,0.324098,0.298109,0.336133,0.319268
0.490,0.332641,0.350823,0.320095,0.332757,0.307297,0.344144,0.328010
0.495,0.341627,0.358506,0.328911,0.341933,0.317746,0.352535,0.337401
0.500,0.351164,0.366541,0.338400,0.351645,0.329457,0.361374,0.347495
0.505,0.361308,0.375022,0.348629,0.361924,0.342478,0.370749,0.358361
0.510,0.372136,0.384068,0.359684,0.372816,0.356850,0.380774,0.370094
0.515,0.383745,0.393815,0.371674,0.384381,0.372602,0.391582,0.382805
0.520,0.396249,0.404416,0.384729,0.396690,0.389749,0.403327,0.396623
0.525,0.409780,0.416036,0.398991,0.409829,0.408295,0.416176,0.411693
0.530,0.424479,0.428849,0.414615,0.423894,0.428227,0.430305,0.428162
0.535,0.440494,0.443028,0.431756,0.438991,0.449520,0.445888,0.446175
0.540,0.457969,0.458739,0.450557,0.455229,0.472129,0.463090,0.465860
0.545,0.477035,0.476125,0.471138,0.472719,0.495994,0.482054,0.487317
0.550,0.497797,0.495302,0.493582,0.491562,0.521034,0.502883,0.510600
0.555,0.520322,0.516340,0.517920,0.511847,0.547149,0.525634,0.535708
0.560,0.544623,0.539253,0.544118,0.533636,0.574218,0.550295,0.562569
0.565,0.570652,0.563985,0.572067,0.556955,0.602094,0.576781,0.591035
0.570,0.598282,0.590410,0.601576,0.581785,0.630606,0.604922,0.620874
0.575,0.627309,0.618321,0.632367,0.608045,0.659554,0.634462,0.651775
0.580,0.657446,0.647433,0.664085,0.635589,0.688713,0.665060,0.683353
