METRIC,AG2018
Vf,0.482630
Sf,0.368112
EG,0.097148
PR,0.114518
GAMMA,0.070731
BS_50,0.064318
BV_50,0.014479
BS_V,0.059115
GS,0.039629
MM,0.019036
LO,0.055693
DECL,21.939808
R,7.592860
r,3.520862
Sb,0.368112
Ra,0.684056
Rb,0.184056
Va,0.572687
Vb,0.371620
L_Vf,0.460000
L_Sf,0.299014
U_Vf,0.505000
U_Sf,0.457198
