METRIC,P2016
Vf,0.481100
Sf,0.360906
EG,0.101294
PR,0.120194
GAMMA,0.074750
BS_50,0.068737
BV_50,0.016076
BS_V,0.063185
GS,0.040384
MM,0.009486
LO,0.056082
DECL,22.931519
R,7.359489
r,3.404484
Sb,0.360906
Ra,0.680453
Rb,0.180453
Va,0.579017
Vb,0.364901
L_Vf,0.460000
L_Sf,0.299050
U_Vf,0.505000
U_Sf,0.451937
