METRIC,P2016
Vf,0.425397
Sf,0.149929
EG,0.200865
PR,0.275468
GAMMA,0.311601
BS_50,0.138707
BV_50,0.020295
BS_V,0.003774
GS,0.046956
MM,0.022890
LO,0.036421
DECL,48.545639
R,4.692454
r,0.515670
Sb,0.149929
Ra,0.574964
Rb,0.074964
Va,0.616003
Vb,0.347577
L_Vf,0.405000
L_Sf,0.144609
U_Vf,0.450000
U_Sf,0.172620
