METRIC,S2020
Vf,0.447921
Sf,0.185863
S_V,1.301042
FPTP,1.000000
PR,3.000000
EG,0.209979
PROP,0.262058
BS_50,0.098711
BV_50,0.014888
BS_V,0.037978
GS,0.034831
DECL,39.381089
MM,0.027399
TO,-0.001183
MM',0.028582
LO,0.028536
R,6.031929
r,1.901662
Rd,1.076787
Sb,0.185863
Ra,0.592932
Rb,0.092932
Va,0.589452
Vb,0.382013
AVG_DVf,0.669424
AVG_RVf,0.412384
L_Vf,0.425000
L_Sf,0.156412
U_Vf,0.470000
U_Sf,0.247895
