Vf,S2016
0.250,0.000797
0.255,0.001384
0.260,0.002317
0.265,0.003744
0.270,0.005841
0.275,0.008804
0.280,0.012828
0.285,0.018081
0.290,0.024673
0.295,0.032623
0.300,0.041839
0.305,0.052109
0.310,0.063109
0.315,0.074434
0.320,0.085640
0.325,0.096301
0.330,0.106048
0.335,0.114615
0.340,0.121853
0.345,0.127734
0.350,0.132329
0.355,0.135785
0.360,0.138291
0.365,0.140051
0.370,0.141258
0.375,0.142085
0.380,0.142623
0.385,0.142963
0.390,0.143370
0.395,0.143881
0.400,0.144547
0.405,0.145428
0.410,0.146598
0.415,0.148149
0.420,0.150187
0.425,0.152837
0.430,0.156245
0.435,0.160570
0.440,0.165988
0.445,0.172687
0.450,0.180861
0.455,0.190702
0.460,0.202398
0.465,0.216118
0.470,0.232008
0.475,0.250181
0.480,0.270707
0.485,0.293609
0.490,0.318855
0.495,0.346359
0.500,0.375976
0.505,0.407506
0.510,0.440697
0.515,0.475252
0.520,0.510838
0.525,0.547093
0.530,0.583638
0.535,0.620086
0.540,0.656055
0.545,0.691174
0.550,0.725098
0.555,0.757509
0.560,0.788131
0.565,0.816732
0.570,0.843130
0.575,0.867197
0.580,0.888862
0.585,0.908108
0.590,0.924971
0.595,0.939537
0.600,0.951933
0.605,0.962323
0.610,0.970895
0.615,0.977852
0.620,0.983405
0.625,0.987762
0.630,0.991121
0.635,0.993664
0.640,0.995555
0.645,0.996935
0.650,0.997923
0.655,0.998618
0.660,0.999097
0.665,0.999420
0.670,0.999635
0.675,0.999774
0.680,0.999863
0.685,0.999919
0.690,0.999952
0.695,0.999973
0.700,0.999985
0.705,0.999992
0.710,0.999995
0.715,0.999998
0.720,0.999999
0.725,0.999999
0.730,1.000000
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
