METRIC,S2016
Vf,0.590124
Sf,0.736192
EG,-0.055944
PR,-0.146068
GAMMA,0.151277
BS_50,0.093299
BV_50,0.021540
BS_V,0.059173
GS,0.035321
MM,0.008985
LO,0.098476
DECL,8.283878
R,2.620743
r,4.299281
Sb,0.736192
Ra,0.868096
Rb,0.368096
Va,0.523315
Vb,0.378209
L_Vf,0.570000
L_Sf,0.675284
U_Vf,0.615000
U_Sf,0.844805
