Vf,composite,P2020,P2016,S2018,S2016,G2020,AG2020
0.405,0.153958,0.153896,0.164206,0.147437,0.137293,0.165866,0.154549
0.410,0.162805,0.163684,0.173246,0.155737,0.145499,0.175049,0.163306
0.415,0.172115,0.174169,0.182618,0.164453,0.154042,0.184623,0.172528
0.420,0.181900,0.185355,0.192319,0.173600,0.162979,0.194595,0.182229
0.425,0.192174,0.197233,0.202361,0.183189,0.172362,0.204986,0.192429
0.430,0.202966,0.209793,0.212772,0.193245,0.182244,0.215839,0.203164
0.435,0.214317,0.223028,0.223599,0.203804,0.192683,0.227210,0.214483
0.440,0.226280,0.236931,0.234902,0.214917,0.203749,0.239167,0.226452
0.445,0.238918,0.251501,0.246747,0.226651,0.215523,0.251780,0.239141
0.450,0.252292,0.266737,0.259202,0.239080,0.228092,0.265109,0.252620
0.455,0.266457,0.282632,0.272323,0.252277,0.241546,0.279202,0.266948
0.460,0.281451,0.299172,0.286153,0.266308,0.255967,0.294080,0.282162
0.465,0.297288,0.316330,0.300712,0.281221,0.271420,0.309736,0.298271
0.470,0.313951,0.334062,0.315998,0.297041,0.287940,0.326132,0.315250
0.475,0.331393,0.352304,0.331982,0.313760,0.305531,0.343201,0.333035
0.480,0.349532,0.370973,0.348611,0.331337,0.324152,0.360844,0.351526
0.485,0.368256,0.389968,0.365808,0.349699,0.343721,0.378942,0.370589
0.490,0.387430,0.409172,0.383475,0.368742,0.364114,0.397355,0.390067
0.495,0.406899,0.428457,0.401501,0.388337,0.385169,0.415936,0.409781
0.500,0.426497,0.447689,0.419761,0.408336,0.406701,0.434531,0.429548
0.505,0.446060,0.466734,0.438125,0.428584,0.428506,0.452991,0.449185
0.510,0.465426,0.485464,0.456460,0.448920,0.450376,0.471177,0.468521
0.515,0.484451,0.503759,0.474635,0.469192,0.472115,0.488965,0.487407
0.520,0.503009,0.521515,0.492526,0.489262,0.493542,0.506249,0.505720
0.525,0.520997,0.538647,0.510020,0.509010,0.514508,0.522948,0.523368
0.530,0.538342,0.555090,0.527016,0.528340,0.534899,0.539005,0.540294
0.535,0.554998,0.570803,0.543431,0.547179,0.554638,0.554387,0.556473
0.540,0.570947,0.585765,0.559199,0.565482,0.573689,0.569086,0.571914
0.545,0.586194,0.599978,0.574274,0.583227,0.592052,0.583116,0.586651
0.550,0.600769,0.613462,0.588629,0.600413,0.609756,0.596509,0.600744
0.555,0.614718,0.626253,0.602255,0.617056,0.626856,0.609314,0.614267
0.560,0.628100,0.638403,0.615161,0.633184,0.643425,0.621590,0.627305
0.565,0.640983,0.649971,0.627371,0.648831,0.659541,0.633402,0.640035
0.570,0.653436,0.661025,0.638923,0.664037,0.675284,0.646659,0.656547
0.575,0.665530,0.671632,0.649864,0.678836,0.690730,0.661821,0.673677
0.580,0.677330,0.681864,0.660249,0.693259,0.705940,0.677400,0.691479
0.585,0.692085,0.691789,0.670136,0.707984,0.720961,0.693451,0.709963
0.590,0.708866,0.701470,0.681200,0.727337,0.735825,0.710003,0.729093
0.595,0.726174,0.710966,0.694459,0.746642,0.757321,0.727059,0.748788
0.600,0.743984,0.721062,0.708026,0.765737,0.779330,0.744596,0.768920
0.605,0.762235,0.735698,0.722021,0.784462,0.801440,0.762563,0.789320
0.610,0.780833,0.751071,0.736543,0.802671,0.823368,0.780879,0.809785
0.615,0.799653,0.767191,0.751661,0.820247,0.844805,0.799434,0.830084
0.620,0.818541,0.784021,0.767410,0.837109,0.865439,0.818090,0.849966
0.625,0.837315,0.801469,0.783780,0.853216,0.884974,0.836679,0.869174
0.630,0.855775,0.819387,0.800713,0.868556,0.903144,0.855009,0.887458
0.635,0.873703,0.837573,0.818100,0.883138,0.919734,0.872865,0.904583
0.640,0.890879,0.855781,0.835780,0.896973,0.934590,0.890025,0.920349
0.645,0.907085,0.873730,0.853547,0.910065,0.947627,0.906263,0.934599
0.650,0.922123,0.891119,0.871152,0.922398,0.958830,0.921370,0.947232
0.655,0.935825,0.907652,0.888320,0.933930,0.968251,0.935165,0.958202
0.660,0.948066,0.923052,0.904766,0.944600,0.975997,0.947513,0.967525
0.665,0.958773,0.937088,0.920212,0.954332,0.982222,0.958328,0.975274
0.670,0.967932,0.949589,0.934413,0.963057,0.987109,0.967587,0.981564
0.675,0.975583,0.960455,0.947171,0.970719,0.990853,0.975326,0.986551
0.680,0.981819,0.969662,0.958357,0.977296,0.993653,0.981635,0.990406
0.685,0.986773,0.977261,0.967913,0.982801,0.995695,0.986646,0.993312
0.690,0.990606,0.983365,0.975861,0.987286,0.997147,0.990522,0.995447
0.695,0.993491,0.988131,0.982287,0.990838,0.998154,0.993437,0.996975
0.700,0.995603,0.991747,0.987335,0.993570,0.998834,0.995571,0.998039
0.705,0.997107,0.994412,0.991184,0.995608,0.999281,0.997088,0.998760
0.710,0.998146,0.996318,0.994029,0.997083,0.999567,0.998135,0.999236
0.715,0.998844,0.997640,0.996069,0.998117,0.999746,0.998838,0.999541
0.720,0.999298,0.998530,0.997486,0.998819,0.999855,0.999296,0.999732
0.725,0.999586,0.999110,0.998439,0.999281,0.999919,0.999585,0.999847
0.730,0.999763,0.999477,0.999059,0.999575,0.999956,0.999762,0.999915
0.735,0.999868,0.999701,0.999450,0.999756,0.999977,0.999867,0.999954
0.740,0.999928,0.999835,0.999688,0.999864,0.999988,0.999928,0.999976
0.745,0.999962,0.999911,0.999829,0.999927,0.999994,0.999962,0.999988
0.750,0.999981,0.999954,0.999909,0.999962,0.999997,0.999981,0.999994
