Vf,composite,P2020,P2016,S2018,S2016,G2020,AG2020
0.250,0.000057,0.000055,0.000094,0.000043,0.000015,0.000123,0.000068
0.255,0.000108,0.000103,0.000174,0.000082,0.000030,0.000227,0.000128
0.260,0.000198,0.000189,0.000313,0.000150,0.000057,0.000405,0.000232
0.265,0.000351,0.000335,0.000545,0.000269,0.000105,0.000698,0.000408
0.270,0.000602,0.000575,0.000919,0.000466,0.000188,0.001164,0.000696
0.275,0.001002,0.000959,0.001501,0.000783,0.000328,0.001881,0.001151
0.280,0.001616,0.001549,0.002376,0.001277,0.000553,0.002943,0.001845
0.285,0.002528,0.002429,0.003645,0.002021,0.000907,0.004462,0.002867
0.290,0.003838,0.003695,0.005425,0.003104,0.001446,0.006560,0.004324
0.295,0.005657,0.005456,0.007833,0.004630,0.002242,0.009356,0.006328
0.300,0.008099,0.007827,0.010984,0.006708,0.003380,0.012955,0.008995
0.305,0.011270,0.010913,0.014965,0.009449,0.004957,0.017428,0.012426
0.310,0.015251,0.014797,0.019828,0.012946,0.007078,0.022797,0.016692
0.315,0.020088,0.019527,0.025572,0.017265,0.009841,0.029028,0.021824
0.320,0.025778,0.025103,0.032139,0.022429,0.013334,0.036022,0.027799
0.325,0.032260,0.031470,0.039411,0.028413,0.017619,0.043624,0.034534
0.330,0.039421,0.038515,0.047220,0.035135,0.022719,0.051638,0.041895
0.335,0.047099,0.046082,0.055373,0.042462,0.028616,0.059851,0.049704
0.340,0.055107,0.053982,0.063665,0.050227,0.035243,0.068059,0.057762
0.345,0.063251,0.062021,0.071917,0.058239,0.042492,0.076096,0.065873
0.350,0.071357,0.070023,0.079989,0.066316,0.050221,0.083850,0.073870
0.355,0.079290,0.077851,0.087801,0.074300,0.058268,0.091279,0.081632
0.360,0.086972,0.085425,0.095337,0.082077,0.066474,0.098405,0.089100
0.365,0.094384,0.092731,0.102639,0.089590,0.074699,0.105308,0.096275
0.370,0.101564,0.099817,0.109793,0.096841,0.082837,0.112104,0.103217
0.375,0.108598,0.106783,0.116913,0.103882,0.090828,0.118927,0.110027
0.380,0.115599,0.113766,0.124116,0.110806,0.098657,0.125905,0.116827
0.385,0.122689,0.120917,0.131509,0.117723,0.106353,0.133146,0.123746
0.390,0.129985,0.128386,0.139175,0.124750,0.113979,0.140729,0.130898
0.395,0.137585,0.136307,0.147167,0.131993,0.121617,0.148701,0.138376
0.400,0.145560,0.144786,0.155510,0.139535,0.129359,0.157080,0.146247
