Vf,P2016
0.250,0.000094
0.255,0.000174
0.260,0.000313
0.265,0.000545
0.270,0.000919
0.275,0.001501
0.280,0.002376
0.285,0.003645
0.290,0.005425
0.295,0.007833
0.300,0.010984
0.305,0.014965
0.310,0.019828
0.315,0.025572
0.320,0.032139
0.325,0.039411
0.330,0.047220
0.335,0.055373
0.340,0.063665
0.345,0.071917
0.350,0.079989
0.355,0.087801
0.360,0.095337
0.365,0.102639
0.370,0.109793
0.375,0.116913
0.380,0.124116
0.385,0.131509
0.390,0.139175
0.395,0.147167
0.400,0.155510
0.405,0.164206
0.410,0.173246
0.415,0.182618
0.420,0.192319
0.425,0.202361
0.430,0.212772
0.435,0.223599
0.440,0.234902
0.445,0.246747
0.450,0.259202
0.455,0.272323
0.460,0.286153
0.465,0.300712
0.470,0.315998
0.475,0.331982
0.480,0.348611
0.485,0.365808
0.490,0.383475
0.495,0.401501
0.500,0.419761
0.505,0.438125
0.510,0.456460
0.515,0.474635
0.520,0.492526
0.525,0.510020
0.530,0.527016
0.535,0.543431
0.540,0.559199
0.545,0.574274
0.550,0.588629
0.555,0.602255
0.560,0.615161
0.565,0.627371
0.570,0.638923
0.575,0.649864
0.580,0.660249
0.585,0.670136
0.590,0.681200
0.595,0.694459
0.600,0.708026
0.605,0.722021
0.610,0.736543
0.615,0.751661
0.620,0.767410
0.625,0.783780
0.630,0.800713
0.635,0.818100
0.640,0.835780
0.645,0.853547
0.650,0.871152
0.655,0.888320
0.660,0.904766
0.665,0.920212
0.670,0.934413
0.675,0.947171
0.680,0.958357
0.685,0.967913
0.690,0.975861
0.695,0.982287
0.700,0.987335
0.705,0.991184
0.710,0.994029
0.715,0.996069
0.720,0.997486
0.725,0.998439
0.730,0.999059
0.735,0.999450
0.740,0.999688
0.745,0.999829
0.750,0.999909
