METRIC,P2020
Vf,0.599253
Sf,0.718935
EG,-0.020429
PR,-0.119682
GAMMA,-0.018527
BS_50,0.052311
BV_50,0.013973
BS_V,0.067150
GS,0.034197
MM,0.009231
LO,0.101558
DECL,3.485354
R,2.205831
r,2.019165
Sb,0.718935
Ra,0.859468
Rb,0.359468
Va,0.549079
Vb,0.349363
L_Vf,0.575000
L_Sf,0.671632
U_Vf,0.620000
U_Sf,0.784021
