CD,composite,P2020,P2016,S2020,S2018,G2019,AG2019
4,0.321180,0.307190,0.288109,0.349334,0.306088,0.358712,0.316056
1,0.354098,0.339191,0.327606,0.380303,0.322423,0.397985,0.336491
3,0.387156,0.376829,0.359213,0.400729,0.352912,0.439163,0.373637
2,0.642722,0.631947,0.631177,0.655558,0.607382,0.663935,0.626268
