Vf,S2020
0.250,0.000091
0.255,0.000174
0.260,0.000322
0.265,0.000578
0.270,0.001007
0.275,0.001702
0.280,0.002790
0.285,0.004440
0.290,0.006857
0.295,0.010286
0.300,0.014989
0.305,0.021229
0.310,0.029240
0.315,0.039187
0.320,0.051136
0.325,0.065021
0.330,0.080629
0.335,0.097602
0.340,0.115455
0.345,0.133623
0.350,0.151507
0.355,0.168537
0.360,0.184225
0.365,0.198205
0.370,0.210257
0.375,0.220307
0.380,0.228416
0.385,0.234746
0.390,0.239529
0.395,0.243027
0.400,0.245508
0.405,0.247217
0.410,0.248369
0.415,0.249138
0.420,0.249661
0.425,0.250042
0.430,0.250361
0.435,0.250677
0.440,0.251041
0.445,0.251498
0.450,0.252116
0.455,0.253125
0.460,0.254537
0.465,0.256481
0.470,0.259114
0.475,0.262622
0.480,0.267218
0.485,0.273142
0.490,0.280654
0.495,0.290025
0.500,0.301529
0.505,0.315423
0.510,0.331938
0.515,0.351258
0.520,0.373502
0.525,0.398708
0.530,0.426822
0.535,0.457684
0.540,0.491030
0.545,0.526486
0.550,0.563587
0.555,0.601786
0.560,0.640478
0.565,0.679029
0.570,0.716805
0.575,0.753203
0.580,0.787678
0.585,0.819773
0.590,0.849132
0.595,0.875514
0.600,0.898800
0.605,0.918979
0.610,0.936147
0.615,0.950482
0.620,0.962227
0.625,0.971667
0.630,0.979110
0.635,0.984865
0.640,0.989227
0.645,0.992469
0.650,0.994831
0.655,0.996517
0.660,0.997697
0.665,0.998506
0.670,0.999049
0.675,0.999406
0.680,0.999636
0.685,0.999782
0.690,0.999871
0.695,0.999926
0.700,0.999958
0.705,0.999977
0.710,0.999987
0.715,0.999993
0.720,0.999996
0.725,0.999998
0.730,0.999999
0.735,1.000000
0.740,1.000000
0.745,1.000000
0.750,1.000000
