Vf,P2020
0.250,0.000328
0.255,0.000602
0.260,0.001069
0.265,0.001838
0.270,0.003058
0.275,0.004926
0.280,0.007684
0.285,0.011613
0.290,0.017013
0.295,0.024172
0.300,0.033330
0.305,0.044631
0.310,0.058083
0.315,0.073531
0.320,0.090647
0.325,0.108939
0.330,0.127801
0.335,0.146562
0.340,0.164566
0.345,0.181232
0.350,0.196117
0.355,0.208941
0.360,0.219601
0.365,0.228148
0.370,0.234761
0.375,0.239697
0.380,0.243254
0.385,0.245728
0.390,0.247391
0.395,0.248477
0.400,0.249168
0.405,0.249606
0.410,0.249894
0.415,0.250103
0.420,0.250279
0.425,0.250506
0.430,0.250824
0.435,0.251272
0.440,0.251899
0.445,0.252772
0.450,0.253970
0.455,0.255592
0.460,0.257756
0.465,0.260601
0.470,0.264287
0.475,0.268990
0.480,0.274906
0.485,0.282240
0.490,0.291205
0.495,0.302014
0.500,0.314869
0.505,0.329953
0.510,0.347420
0.515,0.367385
0.520,0.389908
0.525,0.414990
0.530,0.442563
0.535,0.472479
0.540,0.504512
0.545,0.538354
0.550,0.573620
0.555,0.609859
0.560,0.646567
0.565,0.683205
0.570,0.719223
0.575,0.754083
0.580,0.787286
0.585,0.818395
0.590,0.847054
0.595,0.873005
0.600,0.896092
0.605,0.916265
0.610,0.933570
0.615,0.948141
0.620,0.960180
0.625,0.969936
0.630,0.977691
0.635,0.983734
0.640,0.988351
0.645,0.991808
0.650,0.994344
0.655,0.996168
0.660,0.997452
0.665,0.998338
0.670,0.998937
0.675,0.999333
0.680,0.999590
0.685,0.999752
0.690,0.999854
0.695,0.999915
0.700,0.999952
0.705,0.999973
0.710,0.999985
0.715,0.999992
0.720,0.999996
0.725,0.999998
0.730,0.999999
0.735,0.999999
0.740,1.000000
0.745,1.000000
0.750,1.000000
