METRIC,P2020
Vf,0.416150
Sf,0.250145
EG,0.082155
PR,0.166005
GAMMA,0.246904
BS_50,0.185131
BV_50,0.039296
BS_V,-0.030692
GS,0.069692
MM,0.058140
LO,-0.027222
DECL,0.000000
R,2.979780
r,0.035186
Sb,0.250145
Ra,0.625073
Rb,0.125073
Va,0.658895
Vb,0.368326
L_Vf,0.395000
L_Sf,0.248477
U_Vf,0.440000
U_Sf,0.251899
