Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.250,0.000000,0.250,0.000000,0.250,0.000000,0.250,0.000000,0.250,0.000000,0.250,0.000000,0.250,0.000000
0.255,0.000000,0.255,0.000000,0.255,0.000000,0.255,0.000000,0.255,0.000000,0.255,0.000000,0.255,0.000000
0.260,0.000000,0.260,0.000000,0.260,0.000000,0.260,0.000000,0.260,0.000000,0.260,0.000000,0.260,0.000000
0.265,0.000000,0.265,0.000000,0.265,0.000000,0.265,0.000000,0.265,0.000000,0.265,0.000000,0.265,0.000000
0.270,0.000000,0.270,0.000000,0.270,0.000000,0.270,0.000000,0.270,0.000000,0.270,0.000000,0.270,0.000000
0.275,0.000000,0.275,0.000000,0.275,0.000000,0.275,0.000000,0.275,0.000000,0.275,0.000000,0.275,0.000000
0.280,0.000000,0.280,0.000000,0.280,0.000000,0.280,0.000000,0.280,0.000000,0.280,0.000000,0.280,0.000000
0.285,0.000000,0.285,0.000000,0.285,0.000000,0.285,0.000000,0.285,0.000001,0.285,0.000001,0.285,0.000001
0.290,0.000001,0.290,0.000000,0.290,0.000001,0.290,0.000001,0.290,0.000001,0.290,0.000001,0.290,0.000001
0.295,0.000002,0.295,0.000001,0.295,0.000002,0.295,0.000002,0.295,0.000003,0.295,0.000002,0.295,0.000002
0.300,0.000003,0.300,0.000002,0.300,0.000003,0.300,0.000003,0.300,0.000005,0.300,0.000004,0.300,0.000005
0.305,0.000006,0.305,0.000003,0.305,0.000006,0.305,0.000006,0.305,0.000009,0.305,0.000007,0.305,0.000008
0.310,0.000011,0.310,0.000006,0.310,0.000011,0.310,0.000011,0.310,0.000016,0.310,0.000012,0.310,0.000015
0.315,0.000019,0.315,0.000010,0.315,0.000019,0.315,0.000020,0.315,0.000028,0.315,0.000022,0.315,0.000027
0.320,0.000033,0.320,0.000018,0.320,0.000034,0.320,0.000035,0.320,0.000049,0.320,0.000038,0.320,0.000047
0.325,0.000058,0.325,0.000032,0.325,0.000059,0.325,0.000061,0.325,0.000084,0.325,0.000065,0.325,0.000082
0.330,0.000098,0.330,0.000055,0.330,0.000099,0.330,0.000103,0.330,0.000142,0.330,0.000110,0.330,0.000138
0.335,0.000163,0.335,0.000093,0.335,0.000166,0.335,0.000173,0.335,0.000234,0.335,0.000184,0.335,0.000228
0.340,0.000268,0.340,0.000154,0.340,0.000271,0.340,0.000283,0.340,0.000380,0.340,0.000302,0.340,0.000373
0.345,0.000432,0.345,0.000252,0.345,0.000437,0.345,0.000457,0.345,0.000607,0.345,0.000486,0.345,0.000597
0.350,0.000685,0.350,0.000404,0.350,0.000693,0.350,0.000724,0.350,0.000952,0.350,0.000771,0.350,0.000941
0.355,0.001069,0.355,0.000639,0.355,0.001080,0.355,0.001130,0.355,0.001469,0.355,0.001200,0.355,0.001457
0.360,0.001641,0.360,0.000993,0.360,0.001655,0.360,0.001733,0.360,0.002228,0.360,0.001839,0.360,0.002220
0.365,0.002476,0.365,0.001518,0.365,0.002494,0.365,0.002614,0.365,0.003323,0.365,0.002770,0.365,0.003324
0.370,0.003676,0.370,0.002284,0.370,0.003697,0.370,0.003878,0.370,0.004873,0.370,0.004105,0.370,0.004896
0.375,0.005369,0.375,0.003384,0.375,0.005392,0.375,0.005660,0.375,0.007029,0.375,0.005983,0.375,0.007090
0.380,0.007715,0.380,0.004933,0.380,0.007736,0.380,0.008127,0.380,0.009974,0.380,0.008578,0.380,0.010101
0.385,0.010908,0.385,0.007078,0.385,0.010921,0.385,0.011482,0.385,0.013923,0.385,0.012101,0.385,0.014156
0.390,0.015177,0.390,0.009998,0.390,0.015173,0.390,0.015962,0.390,0.019124,0.390,0.016796,0.390,0.019518
0.395,0.020784,0.395,0.013905,0.395,0.020749,0.395,0.021839,0.395,0.025851,0.395,0.022941,0.395,0.026482
0.400,0.028018,0.400,0.019043,0.400,0.027931,0.400,0.029410,0.400,0.034398,0.400,0.030843,0.400,0.035362
0.405,0.037185,0.405,0.025683,0.405,0.037021,0.405,0.038991,0.405,0.045063,0.405,0.040819,0.405,0.046481
0.410,0.048598,0.410,0.034119,0.410,0.048323,0.410,0.050900,0.410,0.058137,0.410,0.053191,0.410,0.060154
0.415,0.062557,0.415,0.044651,0.415,0.062127,0.415,0.065438,0.415,0.073881,0.415,0.068259,0.415,0.076663
0.420,0.079327,0.420,0.057576,0.420,0.078695,0.420,0.082872,0.420,0.092508,0.420,0.086282,0.420,0.096239
0.425,0.099122,0.425,0.073169,0.425,0.098231,0.425,0.103407,0.425,0.114160,0.425,0.107455,0.425,0.119034
