CD,composite,CD,P2020,CD,P2016,CD,S2018,CD,S2016,CD,G2018,CD,AG2018
1,0.554371,1,0.543527,1,0.553506,1,0.568676,1,0.556702,1,0.564032,1,0.544831
2,0.429300,2,0.443282,2,0.427459,2,0.438865,2,0.423204,2,0.431898,2,0.408551
3,0.542183,3,0.533840,3,0.535881,3,0.560140,3,0.535179,3,0.558144,3,0.536688
4,0.555730,4,0.542256,4,0.555775,4,0.566098,4,0.565541,4,0.561475,4,0.549279
