METRIC,P2020
Vf,0.512231
Sf,0.648919
EG,-0.124457
PR,-0.136688
GAMMA,-0.082229
BS_50,-0.073215
BV_50,-0.010162
BS_V,-0.066220
GS,-0.011410
MM,-0.025817
LO,0.013318
DECL,0.000000
R,12.175510
r,5.452547
Sb,0.648919
Ra,0.824459
Rb,0.324459
Va,0.523784
Vb,0.462898
L_Vf,0.490000
L_Sf,0.501252
U_Vf,0.535000
U_Sf,0.757632
