Vf,P2020
0.250,0.000018
0.255,0.000035
0.260,0.000066
0.265,0.000123
0.270,0.000222
0.275,0.000390
0.280,0.000667
0.285,0.001108
0.290,0.001792
0.295,0.002821
0.300,0.004326
0.305,0.006466
0.310,0.009421
0.315,0.013391
0.320,0.018580
0.325,0.025182
0.330,0.033364
0.335,0.043244
0.340,0.054882
0.345,0.068259
0.350,0.083281
0.355,0.099778
0.360,0.117510
0.365,0.136192
0.370,0.155505
0.375,0.175124
0.380,0.194732
0.385,0.214044
0.390,0.232810
0.395,0.250831
0.400,0.267955
0.405,0.284082
0.410,0.299157
0.415,0.313167
0.420,0.326139
0.425,0.338130
0.430,0.349228
0.435,0.359539
0.440,0.369190
0.445,0.378318
0.450,0.387065
0.455,0.395573
0.460,0.403982
0.465,0.412420
0.470,0.421003
0.475,0.429829
0.480,0.438981
0.485,0.448521
0.490,0.458494
0.495,0.468927
0.500,0.479830
0.505,0.491201
0.510,0.503023
0.515,0.515271
0.520,0.527910
0.525,0.540900
0.530,0.554196
0.535,0.567747
0.540,0.581502
0.545,0.595407
0.550,0.609406
0.555,0.623443
0.560,0.637460
0.565,0.651402
0.570,0.665211
0.575,0.678835
0.580,0.692221
0.585,0.705322
0.590,0.718093
0.595,0.730496
0.600,0.742500
0.605,0.754079
0.610,0.765214
0.615,0.775896
0.620,0.789152
0.625,0.804559
0.630,0.819643
0.635,0.834441
0.640,0.848994
0.645,0.863328
0.650,0.877444
0.655,0.891303
0.660,0.904821
0.665,0.917872
0.670,0.930298
0.675,0.941921
0.680,0.952570
0.685,0.962102
0.690,0.970415
0.695,0.977468
0.700,0.983280
0.705,0.987924
0.710,0.991519
0.715,0.994215
0.720,0.996169
0.725,0.997540
0.730,0.998468
0.735,0.999076
0.740,0.999460
0.745,0.999695
0.750,0.999833
