CD,S2016
1,0.597754
2,0.625451
3,0.654993
4,0.681347
5,0.902541
6,0.795884
7,0.905078
8,0.885706
9,0.894113
10,0.894990
11,0.652868
12,0.851702
13,0.950719
14,0.889295
15,0.937721
16,0.767128
17,0.642544
18,0.622830
19,0.628840
20,0.683200
21,0.587660
22,0.675323
23,0.567120
24,0.560028
25,0.681052
26,0.741287
