METRIC,S2018
Vf,0.669976
Sf,0.913687
EG,-0.073735
PR,-0.243711
GAMMA,-0.178738
BS_50,0.033581
BV_50,0.015912
BS_V,0.029405
GS,0.014703
MM,0.050836
LO,0.209327
DECL,18.538057
R,2.433798
r,1.382248
Sb,0.913687
Ra,0.956844
Rb,0.456844
Va,0.504989
Vb,0.285684
L_Vf,0.645000
L_Sf,0.874219
U_Vf,0.690000
U_Sf,0.956843
