METRIC,P2020
Vf,0.617272
Sf,0.780599
EG,-0.046055
PR,-0.163327
GAMMA,0.030303
BS_50,0.020170
BV_50,0.008721
BS_V,0.006406
GS,0.009357
MM,0.018029
LO,0.146834
DECL,5.184281
R,2.392716
r,2.651113
Sb,0.780599
Ra,0.890299
Rb,0.390299
Va,0.541066
Vb,0.312101
L_Vf,0.595000
L_Sf,0.730496
U_Vf,0.640000
U_Sf,0.848994
