METRIC,composite
Vf,0.647764
Sf,0.847937
EG,-0.052409
PR,-0.200173
GAMMA,-0.023774
BS_50,0.036167
BV_50,0.018301
BS_V,0.025682
GS,0.015754
MM,0.045453
LO,0.176555
DECL,3.841440
R,2.354680
r,2.193791
Sb,0.847937
Ra,0.923968
Rb,0.423968
Va,0.531113
Vb,0.292332
L_Vf,0.625000
L_Sf,0.803247
U_Vf,0.670000
U_Sf,0.904224
