Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.320,0.020177,0.320,0.018580,0.320,0.047070,0.320,0.014660,0.320,0.002819,0.320,0.057247,0.320,0.036622
0.325,0.027357,0.325,0.025182,0.325,0.059796,0.325,0.020281,0.325,0.004230,0.325,0.072593,0.325,0.047945
0.330,0.036278,0.330,0.033364,0.330,0.074395,0.330,0.027433,0.330,0.006210,0.330,0.090075,0.330,0.061387
0.335,0.047084,0.335,0.043244,0.335,0.090745,0.335,0.036308,0.335,0.008924,0.335,0.109476,0.335,0.076936
0.340,0.059857,0.340,0.054882,0.340,0.108634,0.340,0.047050,0.340,0.012558,0.340,0.130459,0.340,0.094466
0.345,0.074591,0.345,0.068259,0.345,0.127774,0.345,0.059739,0.345,0.017310,0.345,0.152592,0.345,0.113744
0.350,0.091192,0.350,0.083281,0.350,0.147818,0.350,0.074372,0.350,0.023384,0.350,0.175376,0.350,0.134434
0.355,0.109467,0.355,0.099778,0.355,0.168381,0.355,0.090859,0.355,0.030971,0.355,0.198279,0.355,0.156116
0.360,0.129136,0.360,0.117510,0.360,0.189066,0.360,0.109012,0.360,0.040237,0.360,0.220784,0.360,0.178321
0.365,0.149844,0.365,0.136192,0.365,0.209492,0.365,0.128560,0.365,0.051303,0.365,0.242422,0.365,0.200559
0.370,0.171184,0.370,0.155505,0.370,0.229312,0.370,0.149157,0.370,0.064234,0.370,0.262805,0.370,0.222360
0.375,0.192723,0.375,0.175124,0.375,0.248238,0.375,0.170404,0.375,0.079018,0.375,0.281654,0.375,0.243302
0.380,0.214035,0.380,0.194732,0.380,0.266046,0.380,0.191881,0.380,0.095567,0.380,0.298800,0.380,0.263041
0.385,0.234726,0.385,0.214044,0.385,0.282591,0.385,0.213170,0.385,0.113709,0.385,0.314187,0.385,0.281330
0.390,0.254459,0.390,0.232810,0.390,0.297799,0.390,0.233884,0.390,0.133199,0.390,0.327859,0.390,0.298021
0.395,0.272975,0.395,0.250831,0.395,0.311663,0.395,0.253692,0.395,0.153726,0.395,0.339936,0.395,0.313066
0.400,0.290099,0.400,0.267955,0.400,0.324231,0.400,0.272335,0.400,0.174939,0.400,0.350587,0.400,0.326503
0.405,0.305745,0.405,0.284082,0.405,0.335592,0.405,0.289637,0.405,0.196466,0.405,0.360007,0.405,0.338437
0.410,0.319906,0.410,0.299157,0.410,0.345862,0.410,0.305507,0.410,0.217940,0.410,0.368391,0.410,0.349018
0.415,0.332647,0.415,0.313167,0.415,0.355167,0.415,0.319934,0.415,0.239024,0.415,0.375921,0.415,0.358417
0.420,0.344084,0.420,0.326139,0.420,0.363634,0.420,0.332972,0.420,0.259433,0.420,0.382748,0.420,0.366812
0.425,0.354366,0.425,0.338130,0.425,0.371379,0.425,0.344732,0.425,0.278946,0.425,0.388996,0.425,0.374366
0.430,0.363660,0.430,0.349228,0.430,0.378507,0.430,0.355357,0.430,0.297419,0.430,0.394759,0.430,0.381220
0.435,0.372137,0.435,0.359539,0.435,0.385102,0.435,0.365012,0.435,0.314784,0.435,0.400111,0.435,0.387493
0.440,0.379956,0.440,0.369190,0.440,0.391239,0.440,0.373867,0.440,0.331046,0.440,0.405111,0.440,0.393279
0.445,0.387264,0.445,0.378318,0.445,0.396977,0.445,0.382086,0.445,0.346273,0.445,0.409812,0.445,0.398653
0.450,0.394189,0.450,0.387065,0.450,0.402373,0.450,0.389823,0.450,0.360582,0.450,0.414271,0.450,0.403680
0.455,0.400843,0.455,0.395573,0.455,0.407483,0.455,0.397217,0.455,0.374127,0.455,0.418549,0.455,0.408419
0.460,0.407328,0.460,0.403982,0.460,0.412365,0.460,0.404393,0.460,0.387083,0.460,0.422719,0.460,0.412936
0.465,0.413735,0.465,0.412420,0.465,0.417085,0.465,0.411464,0.465,0.399632,0.465,0.426864,0.465,0.417301
0.470,0.420152,0.470,0.421003,0.470,0.421720,0.470,0.418535,0.470,0.411954,0.470,0.431072,0.470,0.421600
0.475,0.426667,0.475,0.429829,0.475,0.426354,0.475,0.425707,0.475,0.424219,0.475,0.435439,0.475,0.425927
0.480,0.433368,0.480,0.438981,0.480,0.431079,0.480,0.433075,0.480,0.436582,0.480,0.440060,0.480,0.430391
0.485,0.440347,0.485,0.448521,0.485,0.435990,0.485,0.440738,0.485,0.449177,0.485,0.445025,0.485,0.435107
0.490,0.447694,0.490,0.458494,0.490,0.441184,0.490,0.448789,0.490,0.462120,0.490,0.450420,0.490,0.440195
0.495,0.455495,0.495,0.468927,0.495,0.446753,0.495,0.457321,0.495,0.475503,0.495,0.456317,0.495,0.445777
0.500,0.463833,0.500,0.479830,0.500,0.452780,0.500,0.466419,0.500,0.489401,0.500,0.462778,0.500,0.451968
0.505,0.472778,0.505,0.491201,0.505,0.459338,0.505,0.476161,0.505,0.503865,0.505,0.469848,0.505,0.458875
0.510,0.482389,0.510,0.503023,0.510,0.466481,0.510,0.486610,0.510,0.518928,0.510,0.477558,0.510,0.466591
0.515,0.492707,0.515,0.515271,0.515,0.474249,0.515,0.497813,0.515,0.534602,0.515,0.485924,0.515,0.475191
0.520,0.503755,0.520,0.527910,0.520,0.482663,0.520,0.509801,0.520,0.550880,0.520,0.494947,0.520,0.484732
0.525,0.515539,0.525,0.540900,0.525,0.491723,0.525,0.522583,0.525,0.567735,0.525,0.504613,0.525,0.495247
0.530,0.528041,0.530,0.554196,0.530,0.501413,0.530,0.536144,0.530,0.585119,0.530,0.514899,0.530,0.506746
0.535,0.541229,0.535,0.567747,0.535,0.511699,0.535,0.550452,0.535,0.602971,0.535,0.525767,0.535,0.519214
0.540,0.555051,0.540,0.581502,0.540,0.522533,0.540,0.565453,0.540,0.621211,0.540,0.537173,0.540,0.532612
0.545,0.569440,0.545,0.595407,0.545,0.533857,0.545,0.581073,0.545,0.639747,0.545,0.549065,0.545,0.546878
0.550,0.584317,0.550,0.609406,0.550,0.545602,0.550,0.597226,0.550,0.658477,0.550,0.561385,0.550,0.561929
0.555,0.599595,0.555,0.623443,0.555,0.557694,0.555,0.613809,0.555,0.677291,0.555,0.574069,0.555,0.577662
0.560,0.615176,0.560,0.637460,0.560,0.570059,0.560,0.630713,0.560,0.696076,0.560,0.587054,0.560,0.593960
0.565,0.630961,0.565,0.651402,0.565,0.582619,0.565,0.647822,0.565,0.714721,0.565,0.600271,0.565,0.610692
0.570,0.646849,0.570,0.665211,0.570,0.595303,0.570,0.665017,0.570,0.733117,0.570,0.613654,0.570,0.627717
0.575,0.662738,0.575,0.678835,0.575,0.608042,0.575,0.682180,0.575,0.751160,0.575,0.627136,0.575,0.644893
0.580,0.678530,0.580,0.692221,0.580,0.620774,0.580,0.699200,0.580,0.768759,0.580,0.640651,0.580,0.662073
0.585,0.694130,0.585,0.705322,0.585,0.633444,0.585,0.715968,0.585,0.785829,0.585,0.654135,0.585,0.679117
0.590,0.709452,0.590,0.718093,0.590,0.646005,0.590,0.732388,0.590,0.802299,0.590,0.667529,0.590,0.695889
0.595,0.724413,0.595,0.730496,0.595,0.658417,0.595,0.748374,0.595,0.818111,0.595,0.680773,0.595,0.712263
0.600,0.738942,0.600,0.742500,0.600,0.670647,0.600,0.763850,0.600,0.833219,0.600,0.693813,0.600,0.728126
0.605,0.752976,0.605,0.754079,0.605,0.682669,0.605,0.778757,0.605,0.847587,0.605,0.706598,0.605,0.743378
0.610,0.766461,0.610,0.765214,0.610,0.694463,0.610,0.793044,0.610,0.861192,0.610,0.719081,0.610,0.757935
0.615,0.779355,0.615,0.775896,0.615,0.706011,0.615,0.806677,0.615,0.874020,0.615,0.731220,0.615,0.771730
0.620,0.791624,0.620,0.789152,0.620,0.720377,0.620,0.819633,0.620,0.886068,0.620,0.742976,0.620,0.784713
0.625,0.803247,0.625,0.804559,0.625,0.738390,0.625,0.831902,0.625,0.897336,0.625,0.758003,0.625,0.796849
0.630,0.814213,0.630,0.819643,0.630,0.756380,0.630,0.843482,0.630,0.907836,0.630,0.775164,0.630,0.808122
0.635,0.824522,0.635,0.834441,0.635,0.774245,0.635,0.854383,0.635,0.917581,0.635,0.791433,0.635,0.818529
0.640,0.834181,0.640,0.848994,0.640,0.791884,0.640,0.864621,0.640,0.926590,0.640,0.806640,0.640,0.828705
0.645,0.843208,0.645,0.863328,0.645,0.809202,0.645,0.874219,0.645,0.934885,0.645,0.820663,0.645,0.842194
0.650,0.854177,0.650,0.877444,0.650,0.826123,0.650,0.883207,0.650,0.942492,0.650,0.833454,0.650,0.854238
0.655,0.867555,0.655,0.891303,0.655,0.842583,0.655,0.891615,0.655,0.949438,0.655,0.845046,0.655,0.865031
0.660,0.880261,0.660,0.904821,0.660,0.858538,0.660,0.899480,0.660,0.955752,0.660,0.855565,0.660,0.874817
0.665,0.892444,0.665,0.917872,0.665,0.873953,0.665,0.906836,0.665,0.961466,0.665,0.865214,0.665,0.883869
0.670,0.904224,0.670,0.930298,0.670,0.888793,0.670,0.913747,0.670,0.966611,0.670,0.874266,0.670,0.892464
0.675,0.915664,0.675,0.941921,0.675,0.903012,0.675,0.925787,0.675,0.971220,0.675,0.883022,0.675,0.900856
0.680,0.926763,0.680,0.952570,0.680,0.916540,0.680,0.937011,0.680,0.975328,0.680,0.891775,0.680,0.909250
0.685,0.937449,0.685,0.962102,0.685,0.929284,0.685,0.947383,0.685,0.978968,0.685,0.900767,0.685,0.917783
0.690,0.947591,0.690,0.970415,0.690,0.941129,0.690,0.956843,0.690,0.982175,0.690,0.910145,0.690,0.926504
0.695,0.957029,0.695,0.977468,0.695,0.951951,0.695,0.965323,0.695,0.984983,0.695,0.919935,0.695,0.935375
0.700,0.965598,0.700,0.983280,0.700,0.961635,0.700,0.972764,0.700,0.987427,0.700,0.930035,0.700,0.944270
0.705,0.973163,0.705,0.987924,0.705,0.970093,0.705,0.979131,0.705,0.989539,0.705,0.940227,0.705,0.952999
0.710,0.979634,0.710,0.991519,0.710,0.977282,0.710,0.984430,0.710,0.991353,0.710,0.950216,0.710,0.961333
0.715,0.984991,0.715,0.994215,0.715,0.983213,0.715,0.988707,0.715,0.992900,0.715,0.959677,0.715,0.969044
0.720,0.989271,0.720,0.996169,0.720,0.987952,0.720,0.992049,0.720,0.994210,0.720,0.968309,0.720,0.975934
0.725,0.992571,0.725,0.997540,0.725,0.991614,0.725,0.994573,0.725,0.995838,0.725,0.975876,0.725,0.981867
0.730,0.995021,0.730,0.998468,0.730,0.994345,0.730,0.996412,0.730,0.997332,0.730,0.982244,0.730,0.986779
0.735,0.996774,0.735,0.999076,0.735,0.996311,0.735,0.997705,0.735,0.998344,0.735,0.987381,0.735,0.990688
0.740,0.997981,0.740,0.999460,0.740,0.997673,0.740,0.998581,0.740,0.999005,0.740,0.991351,0.740,0.993671
0.745,0.998779,0.745,0.999695,0.745,0.998582,0.745,0.999152,0.745,0.999422,0.745,0.994290,0.745,0.995854
0.750,0.999288,0.750,0.999833,0.750,0.999167,0.750,0.999511,0.750,0.999675,0.750,0.996371,0.750,0.997385
