Vf,composite,Vf,P2020,Vf,P2016,Vf,S2018,Vf,S2016,Vf,G2018,Vf,AG2018
0.250,0.000020,0.250,0.000018,0.250,0.000111,0.250,0.000011,0.250,0.000001,0.250,0.000133,0.250,0.000055
0.255,0.000039,0.255,0.000035,0.255,0.000207,0.255,0.000022,0.255,0.000002,0.255,0.000248,0.255,0.000106
0.260,0.000074,0.260,0.000066,0.260,0.000373,0.260,0.000043,0.260,0.000004,0.260,0.000448,0.260,0.000197
0.265,0.000137,0.265,0.000123,0.265,0.000653,0.265,0.000081,0.265,0.000007,0.265,0.000785,0.265,0.000354
0.270,0.000247,0.270,0.000222,0.270,0.001108,0.270,0.000148,0.270,0.000014,0.270,0.001334,0.270,0.000620
0.275,0.000432,0.275,0.000390,0.275,0.001823,0.275,0.000263,0.275,0.000026,0.275,0.002201,0.275,0.001054
0.280,0.000736,0.280,0.000667,0.280,0.002915,0.280,0.000456,0.280,0.000048,0.280,0.003525,0.280,0.001741
0.285,0.001218,0.285,0.001108,0.285,0.004527,0.285,0.000770,0.285,0.000087,0.285,0.005485,0.285,0.002795
0.290,0.001964,0.290,0.001792,0.290,0.006837,0.290,0.001265,0.290,0.000154,0.290,0.008298,0.290,0.004366
0.295,0.003084,0.295,0.002821,0.295,0.010047,0.295,0.002026,0.295,0.000265,0.295,0.012212,0.295,0.006636
0.300,0.004718,0.300,0.004326,0.300,0.014378,0.300,0.003161,0.300,0.000445,0.300,0.017495,0.300,0.009823
0.305,0.007037,0.305,0.006466,0.305,0.020054,0.305,0.004812,0.305,0.000730,0.305,0.024419,0.305,0.014167
0.310,0.010240,0.310,0.009421,0.310,0.027286,0.310,0.007145,0.310,0.001172,0.310,0.033233,0.310,0.019923
0.315,0.014545,0.315,0.013391,0.315,0.036251,0.315,0.010356,0.315,0.001838,0.315,0.044134,0.315,0.027335
