Vf,S2016
0.250,0.000001
0.255,0.000002
0.260,0.000004
0.265,0.000007
0.270,0.000014
0.275,0.000026
0.280,0.000048
0.285,0.000087
0.290,0.000154
0.295,0.000265
0.300,0.000445
0.305,0.000730
0.310,0.001172
0.315,0.001838
0.320,0.002819
0.325,0.004230
0.330,0.006210
0.335,0.008924
0.340,0.012558
0.345,0.017310
0.350,0.023384
0.355,0.030971
0.360,0.040237
0.365,0.051303
0.370,0.064234
0.375,0.079018
0.380,0.095567
0.385,0.113709
0.390,0.133199
0.395,0.153726
0.400,0.174939
0.405,0.196466
0.410,0.217940
0.415,0.239024
0.420,0.259433
0.425,0.278946
0.430,0.297419
0.435,0.314784
0.440,0.331046
0.445,0.346273
0.450,0.360582
0.455,0.374127
0.460,0.387083
0.465,0.399632
0.470,0.411954
0.475,0.424219
0.480,0.436582
0.485,0.449177
0.490,0.462120
0.495,0.475503
0.500,0.489401
0.505,0.503865
0.510,0.518928
0.515,0.534602
0.520,0.550880
0.525,0.567735
0.530,0.585119
0.535,0.602971
0.540,0.621211
0.545,0.639747
0.550,0.658477
0.555,0.677291
0.560,0.696076
0.565,0.714721
0.570,0.733117
0.575,0.751160
0.580,0.768759
0.585,0.785829
0.590,0.802299
0.595,0.818111
0.600,0.833219
0.605,0.847587
0.610,0.861192
0.615,0.874020
0.620,0.886068
0.625,0.897336
0.630,0.907836
0.635,0.917581
0.640,0.926590
0.645,0.934885
0.650,0.942492
0.655,0.949438
0.660,0.955752
0.665,0.961466
0.670,0.966611
0.675,0.971220
0.680,0.975328
0.685,0.978968
0.690,0.982175
0.695,0.984983
0.700,0.987427
0.705,0.989539
0.710,0.991353
0.715,0.992900
0.720,0.994210
0.725,0.995838
0.730,0.997332
0.735,0.998344
0.740,0.999005
0.745,0.999422
0.750,0.999675
