Vf,S2020
0.250,0.000026
0.255,0.000050
0.260,0.000093
0.265,0.000167
0.270,0.000289
0.275,0.000487
0.280,0.000797
0.285,0.001265
0.290,0.001952
0.295,0.002927
0.300,0.004271
0.305,0.006068
0.310,0.008401
0.315,0.011349
0.320,0.014978
0.325,0.019340
0.330,0.024470
0.335,0.030395
0.340,0.037136
0.345,0.044715
0.350,0.053169
0.355,0.062552
0.360,0.072938
0.365,0.084414
0.370,0.097072
0.375,0.110991
0.380,0.126223
0.385,0.142772
0.390,0.160583
0.395,0.179536
0.400,0.199445
0.405,0.220067
0.410,0.241120
0.415,0.262303
0.420,0.283321
0.425,0.303910
0.430,0.323856
0.435,0.343013
0.440,0.361312
0.445,0.378764
0.450,0.395451
0.455,0.411520
0.460,0.427160
0.465,0.442585
0.470,0.458014
0.475,0.473649
0.480,0.489661
0.485,0.506174
0.490,0.523258
0.495,0.540925
0.500,0.559129
0.505,0.577770
0.510,0.596704
0.515,0.615753
0.520,0.634713
0.525,0.653372
0.530,0.671517
0.535,0.688949
0.540,0.705487
0.545,0.720981
0.550,0.735315
0.555,0.748407
0.560,0.760214
0.565,0.770729
0.570,0.779976
0.575,0.788006
0.580,0.794896
0.585,0.800737
0.590,0.806132
0.595,0.810682
0.600,0.814483
0.605,0.817725
0.610,0.820600
0.615,0.823299
0.620,0.826005
0.625,0.828894
0.630,0.832126
0.635,0.835845
0.640,0.840179
0.645,0.845238
0.650,0.851115
0.655,0.857882
0.660,0.865586
0.665,0.874238
0.670,0.883804
0.675,0.894189
0.680,0.905227
0.685,0.916682
0.690,0.928258
0.695,0.939619
0.700,0.950424
0.705,0.960364
0.710,0.969195
0.715,0.976760
0.720,0.983005
0.725,0.987968
0.730,0.991761
0.735,0.994549
0.740,0.996518
0.745,0.997854
0.750,0.998725
