METRIC,AG2018
Vf,0.561386
Sf,0.729799
S_V,12.406579
FPTP,14.000000
PR,10.000000
EG,-0.107027
PROP,-0.168413
BS_50,-0.020261
BV_50,-0.006548
GS,-0.025084
BS_V,-0.043834
DECL,-18.491578
MM,0.014214
TO,-0.008309
MM',0.022523
LO,0.026807
R,3.743505
r,2.963419
Rd,4.624650
Sb,0.729799
Ra,0.864899
Rb,0.364899
Va,0.609075
Vb,0.364118
AVG_DVf,0.623286
AVG_RVf,0.319600
L_Vf,0.540000
L_Sf,0.662129
U_Vf,0.585000
U_Sf,0.787163
