Vf,S2020
0.250,0.000033
0.255,0.000064
0.260,0.000120
0.265,0.000217
0.270,0.000383
0.275,0.000654
0.280,0.001086
0.285,0.001749
0.290,0.002738
0.295,0.004165
0.300,0.006160
0.305,0.008860
0.310,0.012403
0.315,0.016910
0.320,0.022469
0.325,0.029123
0.330,0.036858
0.335,0.045601
0.340,0.055221
0.345,0.065547
0.350,0.076381
0.355,0.087527
0.360,0.098814
0.365,0.110106
0.370,0.121320
0.375,0.132424
0.380,0.143429
0.385,0.154376
0.390,0.165321
0.395,0.176321
0.400,0.187424
0.405,0.198659
0.410,0.210043
0.415,0.221578
0.420,0.233264
0.425,0.245100
0.430,0.257092
0.435,0.269258
0.440,0.281620
0.445,0.294207
0.450,0.307050
0.455,0.320170
0.460,0.333580
0.465,0.347280
0.470,0.361249
0.475,0.375455
0.480,0.389849
0.485,0.404373
0.490,0.418961
0.495,0.433546
0.500,0.448059
0.505,0.462439
0.510,0.476629
0.515,0.490582
0.520,0.504259
0.525,0.517633
0.530,0.530685
0.535,0.543407
0.540,0.555800
0.545,0.567874
0.550,0.580819
0.555,0.595367
0.560,0.610386
0.565,0.625978
0.570,0.642238
0.575,0.659245
0.580,0.677051
0.585,0.695673
0.590,0.715086
0.595,0.735214
0.600,0.755935
0.605,0.777076
0.610,0.798419
0.615,0.819710
0.620,0.840669
0.625,0.861004
0.630,0.880423
0.635,0.898656
0.640,0.915468
0.645,0.930674
0.650,0.944153
0.655,0.955849
0.660,0.965775
0.665,0.974008
0.670,0.980675
0.675,0.985945
0.680,0.990006
0.685,0.993058
0.690,0.995291
0.695,0.996882
0.700,0.997986
0.705,0.998732
0.710,0.999221
0.715,0.999534
0.720,0.999728
0.725,0.999846
0.730,0.999915
0.735,0.999954
0.740,0.999976
0.745,0.999988
0.750,0.999994
