Vf,P2020
0.250,0.000022
0.255,0.000044
0.260,0.000083
0.265,0.000152
0.270,0.000271
0.275,0.000469
0.280,0.000789
0.285,0.001289
0.290,0.002047
0.295,0.003159
0.300,0.004742
0.305,0.006926
0.310,0.009848
0.315,0.013642
0.320,0.018420
0.325,0.024264
0.330,0.031209
0.335,0.039234
0.340,0.048264
0.345,0.058171
0.350,0.068791
0.355,0.079939
0.360,0.091436
0.365,0.103120
0.370,0.114869
0.375,0.126605
0.380,0.138294
0.385,0.149939
0.390,0.161570
0.395,0.173229
0.400,0.184956
0.405,0.196787
0.410,0.208744
0.415,0.220836
0.420,0.233066
0.425,0.245431
0.430,0.257932
0.435,0.270569
0.440,0.283350
0.445,0.296285
0.450,0.309384
0.455,0.322654
0.460,0.336094
0.465,0.349696
0.470,0.363437
0.475,0.377288
0.480,0.391209
0.485,0.405155
0.490,0.419078
0.495,0.432930
0.500,0.446666
0.505,0.460247
0.510,0.473639
0.515,0.486819
0.520,0.499768
0.525,0.512479
0.530,0.524950
0.535,0.537189
0.540,0.549208
0.545,0.561027
0.550,0.572672
0.555,0.584174
0.560,0.595567
0.565,0.606888
0.570,0.618693
0.575,0.634711
0.580,0.651759
0.585,0.669902
0.590,0.689157
0.595,0.709477
0.600,0.730747
0.605,0.752787
0.610,0.775350
0.615,0.798137
0.620,0.820811
0.625,0.843013
0.630,0.864387
0.635,0.884597
0.640,0.903348
0.645,0.920407
0.650,0.935610
0.655,0.948872
0.660,0.960186
0.665,0.969620
0.670,0.977303
0.675,0.983408
0.680,0.988141
0.685,0.991718
0.690,0.994352
0.695,0.996240
0.700,0.997558
0.705,0.998454
0.710,0.999045
0.715,0.999426
0.720,0.999664
0.725,0.999808
0.730,0.999893
0.735,0.999942
0.740,0.999970
0.745,0.999984
0.750,0.999992
