CD,composite,P2020,P2016,S2020,S2016,G2018,AG2018
4,0.373500,0.404871,0.350404,0.379026,0.370665,0.377838,0.352806
5,0.409399,0.447508,0.379024,0.420945,0.384766,0.416178,0.395923
3,0.451458,0.457732,0.423557,0.447690,0.458934,0.469784,0.452590
8,0.506792,0.523417,0.490394,0.508586,0.510642,0.509829,0.491606
7,0.541435,0.572892,0.516204,0.550691,0.521905,0.551910,0.525040
6,0.585277,0.622150,0.572208,0.594968,0.564219,0.587163,0.559626
2,0.678803,0.704684,0.666700,0.679975,0.649223,0.693342,0.672781
1,0.792869,0.813597,0.795365,0.791704,0.769963,0.798328,0.782522
