CD,composite,P2020,P2016,S2020,S2016,G2018,AG2018
1,0.299247,0.289264,0.316610,0.263646,0.336790,0.287336,0.318169
4,0.325469,0.318783,0.340713,0.290895,0.369969,0.304206,0.339091
3,0.356589,0.379297,0.344866,0.370421,0.345073,0.329319,0.362908
2,0.417886,0.432592,0.420052,0.401988,0.445799,0.378721,0.426905
