METRIC,S2016
Vf,0.377019
Sf,0.022089
EG,0.231949
PR,0.354930
GAMMA,0.351996
BS_50,0.042372
BV_50,0.005600
BS_V,-0.009256
GS,0.010068
MM,0.019498
LO,0.000000
DECL,0.000000
R,3.886054
r,1.023855
Sb,0.022089
Ra,0.511045
Rb,0.011045
Va,0.627192
Vb,0.500000
L_Vf,0.355000
L_Sf,0.005629
U_Vf,0.400000
U_Sf,0.050988
