Vf,composite
0.250,0.000038
0.255,0.000072
0.260,0.000132
0.265,0.000233
0.270,0.000398
0.275,0.000662
0.280,0.001065
0.285,0.001665
0.290,0.002527
0.295,0.003727
0.300,0.005344
0.305,0.007459
0.310,0.010144
0.315,0.013459
0.320,0.017446
0.325,0.022130
0.330,0.027524
0.335,0.033631
0.340,0.040462
0.345,0.048042
0.350,0.056419
0.355,0.065671
0.360,0.075899
0.365,0.087218
0.370,0.099741
0.375,0.113557
0.380,0.128713
0.385,0.145193
0.390,0.162909
0.395,0.181698
0.400,0.201332
0.405,0.221529
0.410,0.241977
0.415,0.262358
0.420,0.282376
0.425,0.301776
0.430,0.320367
0.435,0.338028
0.440,0.354719
0.445,0.370474
0.450,0.385396
0.455,0.399642
0.460,0.413412
0.465,0.426924
0.470,0.440406
0.475,0.454072
0.480,0.468113
0.485,0.482682
0.490,0.497889
0.495,0.513791
0.500,0.530395
0.505,0.547657
0.510,0.565485
0.515,0.583746
0.520,0.602273
0.525,0.620878
0.530,0.639355
0.535,0.657500
0.540,0.675109
0.545,0.691998
0.550,0.708003
0.555,0.722987
0.560,0.736847
0.565,0.749511
0.570,0.760945
0.575,0.771141
0.580,0.780125
0.585,0.788667
0.590,0.796251
0.595,0.802593
0.600,0.807856
0.605,0.812225
0.610,0.815901
0.615,0.819094
0.620,0.822022
0.625,0.824905
0.630,0.827960
0.635,0.831400
0.640,0.835428
0.645,0.840230
0.650,0.845970
0.655,0.852774
0.660,0.860723
0.665,0.869835
0.670,0.880049
0.675,0.891220
0.680,0.903115
0.685,0.915422
0.690,0.927771
0.695,0.939772
0.700,0.951050
0.705,0.961286
0.710,0.970249
0.715,0.977816
0.720,0.983968
0.725,0.988784
0.730,0.992411
0.735,0.995037
0.740,0.996866
0.745,0.998091
0.750,0.998878
