METRIC,S2020
Vf,0.585649
Sf,0.801424
EG,-0.130126
PR,-0.215775
GAMMA,-0.209012
BS_50,-0.059129
BV_50,-0.016869
BS_V,-0.030495
GS,-0.036264
MM,0.004634
LO,0.026983
DECL,-31.061054
R,3.519294
r,1.078962
Sb,0.801424
Ra,0.900712
Rb,0.400712
Va,0.628067
Vb,0.344950
L_Vf,0.565000
L_Sf,0.770729
U_Vf,0.610000
U_Sf,0.820600
