CD,S2020
12,0.317645
15,0.332029
16,0.394929
17,0.547195
14,0.561210
6,0.561797
11,0.562152
13,0.566263
8,0.581015
10,0.599135
5,0.690507
2,0.706617
9,0.707463
1,0.707639
3,0.724250
4,0.760533
7,0.859725
