METRIC,P2020
Vf,0.586590
Sf,0.797787
EG,-0.124607
PR,-0.211197
GAMMA,-0.195253
BS_50,-0.065995
BV_50,-0.020416
BS_V,-0.024272
GS,-0.041054
MM,0.008080
LO,0.010640
DECL,-33.856499
R,3.439048
r,1.184133
Sb,0.797787
Ra,0.898894
Rb,0.398894
Va,0.645977
Vb,0.343383
L_Vf,0.565000
L_Sf,0.764383
U_Vf,0.610000
U_Sf,0.818189
