CD,composite
15,0.319382
12,0.323121
16,0.377229
17,0.537204
6,0.540768
11,0.544069
14,0.551358
13,0.561107
8,0.567110
10,0.584924
5,0.668884
9,0.695636
3,0.713056
2,0.713458
1,0.733396
4,0.743171
7,0.863895
