CD,P2016
12,0.274778
15,0.295177
16,0.371132
17,0.535808
6,0.544301
13,0.544662
14,0.546050
11,0.557291
8,0.583680
10,0.622716
5,0.705752
2,0.720706
9,0.725596
3,0.737362
1,0.750041
4,0.769053
7,0.897823
