METRIC,S2016
Vf,0.470444
Sf,0.409629
EG,0.031259
PR,0.060815
GAMMA,0.006538
BS_50,0.001585
BV_50,0.000483
BS_V,-0.004432
GS,0.004557
MM,0.007223
LO,-0.031250
DECL,-0.152085
R,3.057610
r,2.836393
Sb,0.409629
Ra,0.704815
Rb,0.204815
Va,0.600096
Vb,0.431154
L_Vf,0.450000
L_Sf,0.343240
U_Vf,0.495000
U_Sf,0.482405
