XX,YEAR,ELECTION,CD,Vf,S_V,FPTP,PR,BS_50,BV_50,DECL,GS,EG,BS_V,PROP,MM,TO,MM',LO,BIG_R,LIL_R,R_V,L_Vf,L_Sf,U_Vf,U_Sf
NC,2022,composite,14,0.494333,6.754260,7,7,0.002730,0.001009,0.181298,0.001177,0.006219,0.002460,0.011886,0.007135,0.000356,0.006779,-0.005574,3.097378,2.626454,3.168214,0.470000,0.414909,0.515000,0.539234
NC,2022,P2020,14,0.493144,6.642375,7,7,0.008811,0.003466,1.229868,0.003328,0.011833,0.008402,0.018689,0.009050,0.000055,0.008995,-0.003823,3.725885,2.429867,2.954611,0.470000,0.415226,0.515000,0.530771
NC,2022,P2016,14,0.480941,6.302155,6,7,0.005171,0.002024,-0.025587,0.004679,0.011728,0.001754,0.030787,0.008381,0.000237,0.008144,-0.019359,2.615356,2.268337,2.773323,0.460000,0.395584,0.505000,0.507605
NC,2022,S2020,14,0.490852,6.599776,7,7,0.004048,0.001442,0.291509,0.001957,0.010291,0.003297,0.019439,0.008814,0.000481,0.008332,-0.008912,3.124996,2.649857,3.237224,0.470000,0.412385,0.515000,0.539506
NC,2022,S2016,14,0.470444,5.734810,6,7,0.001585,0.000483,-0.152085,0.004557,0.031259,-0.004432,0.060815,0.007223,0.001336,0.005886,-0.031250,3.057610,2.836393,3.642772,0.450000,0.343240,0.495000,0.482405
NC,2022,G2020,14,0.522875,7.856937,7,7,0.001676,0.000597,0.061560,0.005291,-0.015460,0.003731,-0.038335,0.004401,0.000184,0.004217,0.022841,2.675838,2.816017,3.610523,0.500000,0.498324,0.545000,0.629923
NC,2022,AG2020,14,0.501243,7.019488,7,7,0.001827,0.000694,0.161607,0.000815,0.001094,0.001822,-0.000149,0.006039,0.000332,0.005707,0.001311,1.119891,2.631181,3.188911,0.480000,0.443601,0.525000,0.568202
