METRIC,P2020
Vf,0.493144
Sf,0.474455
EG,0.011833
PR,0.018689
GAMMA,0.008886
BS_50,0.008811
BV_50,0.003466
BS_V,0.008402
GS,0.003328
MM,0.009050
LO,-0.003823
DECL,1.229868
R,3.725885
r,2.429867
Sb,0.474455
Ra,0.737228
Rb,0.237228
Va,0.599764
Vb,0.404059
L_Vf,0.470000
L_Sf,0.415226
U_Vf,0.515000
U_Sf,0.530771
