CD,AG2020
10,0.320099
8,0.343858
3,0.382012
5,0.399753
7,0.453274
11,0.456403
9,0.472889
13,0.517519
1,0.556211
6,0.568223
14,0.569358
2,0.641831
12,0.650926
4,0.680402
