Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2016,Vf,G2020,Vf,AG2020
0.325,0.009397,0.325,0.011842,0.325,0.013948,0.325,0.009211,0.325,0.010224,0.325,0.006734,0.325,0.008262
0.330,0.013041,0.330,0.016360,0.330,0.018717,0.330,0.012783,0.330,0.013902,0.330,0.009582,0.330,0.011585
0.335,0.017704,0.335,0.022096,0.335,0.024587,0.335,0.017354,0.335,0.018499,0.335,0.013334,0.335,0.015888
0.340,0.023526,0.340,0.029194,0.340,0.031647,0.340,0.023060,0.340,0.024112,0.340,0.018154,0.340,0.021323
0.345,0.030622,0.345,0.037759,0.345,0.039953,0.345,0.030015,0.345,0.030812,0.345,0.024197,0.345,0.028021
0.350,0.039071,0.350,0.047839,0.350,0.049523,0.350,0.038297,0.350,0.038643,0.350,0.031591,0.350,0.036082
0.355,0.048904,0.355,0.059423,0.355,0.060332,0.355,0.047940,0.355,0.047614,0.355,0.040426,0.355,0.045559
0.360,0.060104,0.360,0.072428,0.360,0.072322,0.360,0.058927,0.360,0.057705,0.360,0.050741,0.360,0.056452
0.365,0.072598,0.365,0.086706,0.365,0.085401,0.365,0.071190,0.365,0.068866,0.365,0.062515,0.365,0.068704
0.370,0.086266,0.370,0.102057,0.370,0.099450,0.370,0.084617,0.370,0.081026,0.370,0.075670,0.370,0.082205
0.375,0.100951,0.375,0.118241,0.375,0.114339,0.375,0.099059,0.375,0.094100,0.375,0.090066,0.375,0.096799
0.380,0.116470,0.380,0.135001,0.380,0.129932,0.380,0.114341,0.380,0.107995,0.380,0.105523,0.380,0.112294
0.385,0.132632,0.385,0.152090,0.385,0.146094,0.385,0.130282,0.385,0.122620,0.385,0.121825,0.385,0.128488
0.390,0.149253,0.390,0.169285,0.390,0.162702,0.390,0.146708,0.390,0.137884,0.390,0.138747,0.390,0.145179
0.395,0.166171,0.395,0.186404,0.395,0.179645,0.395,0.163461,0.395,0.153705,0.395,0.156072,0.395,0.162184
0.400,0.183253,0.400,0.203320,0.400,0.196827,0.400,0.180412,0.400,0.170006,0.400,0.173606,0.400,0.179353
0.405,0.200400,0.405,0.219956,0.405,0.214167,0.405,0.197466,0.405,0.186714,0.405,0.191194,0.405,0.196577
0.410,0.217550,0.410,0.236285,0.410,0.231595,0.410,0.214557,0.410,0.203758,0.410,0.208723,0.410,0.213786
0.415,0.234666,0.415,0.252316,0.415,0.249046,0.415,0.231644,0.415,0.221066,0.415,0.226127,0.415,0.230947
0.420,0.251734,0.420,0.268080,0.420,0.266454,0.420,0.248708,0.420,0.238565,0.420,0.243377,0.420,0.248052
0.425,0.268746,0.425,0.283619,0.425,0.283755,0.425,0.265735,0.425,0.256178,0.425,0.260471,0.425,0.265110
0.430,0.285697,0.430,0.298973,0.430,0.300877,0.430,0.282712,0.430,0.273825,0.430,0.277428,0.430,0.282131
0.435,0.302571,0.435,0.314168,0.435,0.317741,0.435,0.299620,0.435,0.291428,0.435,0.294268,0.435,0.299117
0.440,0.319340,0.440,0.329215,0.440,0.334269,0.440,0.316428,0.440,0.308909,0.440,0.311011,0.440,0.316052
0.445,0.335962,0.445,0.344106,0.445,0.350380,0.445,0.333093,0.445,0.326199,0.445,0.327662,0.445,0.332905
0.450,0.352382,0.450,0.358819,0.450,0.366005,0.450,0.349561,0.450,0.343240,0.450,0.344212,0.450,0.349623
0.455,0.368542,0.455,0.373322,0.455,0.381085,0.455,0.365775,0.455,0.359985,0.455,0.360640,0.455,0.366144
0.460,0.384381,0.460,0.387579,0.460,0.395584,0.460,0.381679,0.460,0.376406,0.460,0.376915,0.460,0.382397
0.465,0.399848,0.465,0.401555,0.465,0.409489,0.465,0.397227,0.465,0.392491,0.465,0.392998,0.465,0.398315
0.470,0.414909,0.470,0.415226,0.470,0.422812,0.470,0.412385,0.470,0.408246,0.470,0.408855,0.470,0.413844
0.475,0.429544,0.475,0.428575,0.475,0.435592,0.475,0.427139,0.475,0.422428,0.475,0.424455,0.475,0.428945
0.480,0.443758,0.480,0.441604,0.480,0.447888,0.480,0.441493,0.480,0.436822,0.480,0.439778,0.480,0.443601
0.485,0.457574,0.485,0.454324,0.485,0.459230,0.485,0.455472,0.485,0.451607,0.485,0.454816,0.485,0.457818
0.490,0.471033,0.490,0.466762,0.490,0.470696,0.490,0.469117,0.490,0.466799,0.490,0.469575,0.490,0.471622
0.495,0.484165,0.495,0.478912,0.495,0.482543,0.495,0.482366,0.495,0.482405,0.495,0.484070,0.495,0.485055
0.500,0.497270,0.500,0.491189,0.500,0.494829,0.500,0.495952,0.500,0.498415,0.500,0.498324,0.500,0.498173
0.505,0.510802,0.505,0.503901,0.505,0.507605,0.505,0.509990,0.505,0.514808,0.505,0.512365,0.505,0.511329
0.510,0.524786,0.510,0.517086,0.510,0.520910,0.510,0.524505,0.510,0.531547,0.510,0.526221,0.510,0.524913
0.515,0.539234,0.515,0.530771,0.515,0.534766,0.515,0.539506,0.515,0.548585,0.515,0.539919,0.515,0.538922
0.520,0.554138,0.520,0.544969,0.520,0.549183,0.520,0.554984,0.520,0.565866,0.520,0.553475,0.520,0.553357
0.525,0.569477,0.525,0.559674,0.525,0.564155,0.525,0.570915,0.525,0.583331,0.525,0.567555,0.525,0.568202
0.530,0.585213,0.530,0.574869,0.530,0.579660,0.530,0.587258,0.530,0.600920,0.530,0.582741,0.530,0.583429
0.535,0.601301,0.535,0.590518,0.535,0.595664,0.535,0.603962,0.535,0.618581,0.535,0.598241,0.535,0.598999
0.540,0.617687,0.540,0.606577,0.540,0.612120,0.540,0.620966,0.540,0.636268,0.540,0.613991,0.540,0.614870
0.545,0.634315,0.545,0.622992,0.545,0.628972,0.545,0.638207,0.545,0.653948,0.545,0.629923,0.545,0.630996
0.550,0.651130,0.550,0.639705,0.550,0.646157,0.550,0.655619,0.550,0.671601,0.550,0.645969,0.550,0.647338
0.555,0.668083,0.555,0.656658,0.555,0.663608,0.555,0.673140,0.555,0.689219,0.555,0.662068,0.555,0.663864
0.560,0.685133,0.560,0.673794,0.560,0.681257,0.560,0.690714,0.560,0.706805,0.560,0.678170,0.560,0.680551
0.565,0.702247,0.565,0.691064,0.565,0.699039,0.565,0.708296,0.565,0.724369,0.565,0.694237,0.565,0.697385
0.570,0.719402,0.570,0.708424,0.570,0.716891,0.570,0.725845,0.570,0.741924,0.570,0.710251,0.570,0.714362
0.575,0.736580,0.575,0.725838,0.575,0.734759,0.575,0.743332,0.575,0.759481,0.575,0.726208,0.575,0.731479
0.580,0.753770,0.580,0.743274,0.580,0.752595,0.580,0.760734,0.580,0.777039,0.580,0.742117,0.580,0.748733
0.585,0.770959,0.585,0.760706,0.585,0.770357,0.585,0.778032,0.585,0.794582,0.585,0.757999,0.585,0.766114
0.590,0.788130,0.590,0.778107,0.590,0.788004,0.590,0.795203,0.590,0.812073,0.590,0.773879,0.590,0.783599
0.595,0.805254,0.595,0.795445,0.595,0.805497,0.595,0.812219,0.595,0.829446,0.595,0.789775,0.595,0.801144
0.600,0.822284,0.600,0.812676,0.600,0.822787,0.600,0.829038,0.600,0.846605,0.600,0.805699,0.600,0.818680
0.605,0.839152,0.605,0.829743,0.605,0.839811,0.605,0.845600,0.605,0.863426,0.605,0.821637,0.605,0.836110
0.610,0.855762,0.610,0.846568,0.610,0.856490,0.610,0.861821,0.610,0.879759,0.610,0.837552,0.610,0.853308
0.615,0.871993,0.615,0.863048,0.615,0.872720,0.615,0.877596,0.615,0.895435,0.615,0.853374,0.615,0.870120
0.620,0.887701,0.620,0.879061,0.620,0.888378,0.620,0.892798,0.620,0.910281,0.620,0.868999,0.620,0.886374
0.625,0.902726,0.625,0.894463,0.625,0.903323,0.625,0.907285,0.625,0.924128,0.625,0.884288,0.625,0.901885
0.630,0.916903,0.630,0.909099,0.630,0.917406,0.630,0.920909,0.630,0.936827,0.630,0.899081,0.630,0.916472
0.635,0.930073,0.635,0.922815,0.635,0.930481,0.635,0.933530,0.635,0.948263,0.635,0.913199,0.635,0.929967
0.640,0.942098,0.640,0.935465,0.640,0.942419,0.640,0.945026,0.640,0.958362,0.640,0.926464,0.640,0.942230
0.645,0.952872,0.645,0.946928,0.645,0.953119,0.645,0.955304,0.645,0.967097,0.645,0.938710,0.645,0.953163
0.650,0.962334,0.650,0.957118,0.650,0.962520,0.650,0.964314,0.650,0.974492,0.650,0.949800,0.650,0.962714
0.655,0.970466,0.655,0.965993,0.655,0.970605,0.655,0.972045,0.655,0.980614,0.655,0.959638,0.655,0.970879
0.660,0.977301,0.660,0.973555,0.660,0.977404,0.660,0.978534,0.660,0.985565,0.660,0.968176,0.660,0.977705
0.665,0.982914,0.665,0.979852,0.665,0.982990,0.665,0.983855,0.665,0.989477,0.665,0.975415,0.665,0.983281
0.670,0.987412,0.670,0.984974,0.670,0.987469,0.670,0.988115,0.670,0.992493,0.670,0.981408,0.670,0.987728
0.675,0.990930,0.675,0.989038,0.675,0.990972,0.675,0.991442,0.675,0.994761,0.675,0.986248,0.675,0.991189
0.680,0.993611,0.680,0.992183,0.680,0.993643,0.680,0.993976,0.680,0.996426,0.680,0.990058,0.680,0.993815
0.685,0.995604,0.685,0.994554,0.685,0.995628,0.685,0.995858,0.685,0.997617,0.685,0.992979,0.685,0.995758
0.690,0.997046,0.690,0.996296,0.690,0.997064,0.690,0.997219,0.690,0.998448,0.690,0.995160,0.690,0.997159
0.695,0.998063,0.695,0.997541,0.695,0.998075,0.695,0.998177,0.695,0.999013,0.695,0.996745,0.695,0.998142
0.700,0.998761,0.700,0.998408,0.700,0.998769,0.700,0.998834,0.700,0.999387,0.700,0.997865,0.700,0.998815
0.705,0.999227,0.705,0.998995,0.705,0.999233,0.705,0.999273,0.705,0.999628,0.705,0.998635,0.705,0.999262
0.710,0.999529,0.710,0.999382,0.710,0.999534,0.710,0.999558,0.710,0.999780,0.710,0.999150,0.710,0.999552
0.715,0.999721,0.715,0.999629,0.715,0.999724,0.715,0.999738,0.715,0.999873,0.715,0.999484,0.715,0.999735
0.720,0.999839,0.720,0.999783,0.720,0.999840,0.720,0.999849,0.720,0.999929,0.720,0.999695,0.720,0.999847
0.725,0.999909,0.725,0.999877,0.725,0.999910,0.725,0.999915,0.725,0.999961,0.725,0.999825,0.725,0.999914
0.730,0.999950,0.730,0.999932,0.730,0.999951,0.730,0.999953,0.730,0.999979,0.730,0.999902,0.730,0.999953
0.735,0.999973,0.735,0.999963,0.735,0.999974,0.735,0.999975,0.735,0.999989,0.735,0.999947,0.735,0.999975
0.740,0.999986,0.740,0.999981,0.740,0.999986,0.740,0.999987,0.740,0.999994,0.740,0.999972,0.740,0.999987
0.745,0.999993,0.745,0.999990,0.745,0.999993,0.745,0.999993,0.745,0.999997,0.745,0.999985,0.745,0.999993
0.750,0.999997,0.750,0.999995,0.750,0.999997,0.750,0.999997,0.750,0.999999,0.750,0.999993,0.750,0.999997
