METRIC,S2018
Vf,0.487067
Sf,0.380816
EG,0.093318
PR,0.106251
GAMMA,0.111230
BS_50,0.109522
BV_50,0.049295
BS_V,0.106884
GS,0.055763
MM,0.075005
LO,0.087148
DECL,26.118355
R,9.215505
r,0.615027
Sb,0.380816
Ra,0.690408
Rb,0.190408
Va,0.624442
Vb,0.288410
L_Vf,0.465000
L_Sf,0.368578
U_Vf,0.510000
U_Sf,0.401259
