METRIC,AG2018
Vf,0.481899
Sf,0.378062
EG,0.085736
PR,0.103837
GAMMA,0.112827
BS_50,0.109870
BV_50,0.048536
BS_V,0.104369
GS,0.056945
MM,0.075951
LO,0.079881
DECL,25.351467
R,6.736512
r,0.503301
Sb,0.378062
Ra,0.689031
Rb,0.189031
Va,0.627739
Vb,0.292379
L_Vf,0.460000
L_Sf,0.368050
U_Vf,0.505000
U_Sf,0.395011
