METRIC,P2016
Vf,0.452877
Sf,0.375017
EG,0.030737
PR,0.077860
GAMMA,0.109851
BS_50,0.105409
BV_50,0.050826
BS_V,0.069657
GS,0.068169
MM,0.089643
LO,0.039214
DECL,19.613680
R,2.652275
r,0.321118
Sb,0.375017
Ra,0.687508
Rb,0.187508
Va,0.663032
Vb,0.297754
L_Vf,0.430000
L_Sf,0.366368
U_Vf,0.475000
U_Sf,0.382089
