Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2018,Vf,G2018,Vf,AG2018
0.250,0.002487,0.250,0.001424,0.250,0.005908,0.250,0.002327,0.250,0.001524,0.250,0.005349,0.250,0.001602
0.255,0.004100,0.255,0.002398,0.255,0.009260,0.255,0.003821,0.255,0.002593,0.255,0.008470,0.255,0.002713
0.260,0.006516,0.260,0.003897,0.260,0.013989,0.260,0.006052,0.260,0.004257,0.260,0.012917,0.260,0.004432
0.265,0.009995,0.265,0.006117,0.265,0.020388,0.265,0.009254,0.265,0.006746,0.265,0.018988,0.265,0.006989
0.270,0.014807,0.270,0.009277,0.270,0.028706,0.270,0.013673,0.270,0.010329,0.270,0.026935,0.270,0.010646
0.275,0.021210,0.275,0.013610,0.275,0.039100,0.275,0.019541,0.275,0.015290,0.275,0.036919,0.275,0.015680
0.280,0.029409,0.280,0.019336,0.280,0.051606,0.280,0.027047,0.280,0.021901,0.280,0.048960,0.280,0.022348
0.285,0.039523,0.285,0.026630,0.285,0.066109,0.285,0.036303,0.285,0.030385,0.285,0.062917,0.285,0.030855
0.290,0.051551,0.290,0.035601,0.290,0.082353,0.290,0.047323,0.290,0.040879,0.290,0.078485,0.290,0.041318
0.295,0.065362,0.295,0.046266,0.295,0.099957,0.295,0.060005,0.295,0.053393,0.295,0.095219,0.295,0.053732
0.300,0.080695,0.300,0.058538,0.300,0.118462,0.300,0.074136,0.300,0.067799,0.300,0.112589,0.300,0.067958
0.305,0.097185,0.305,0.072232,0.305,0.137377,0.305,0.089415,0.305,0.083827,0.305,0.130044,0.305,0.083728
0.310,0.114402,0.310,0.087083,0.310,0.156241,0.310,0.105479,0.310,0.101085,0.310,0.147084,0.310,0.100669
0.315,0.131900,0.315,0.102769,0.315,0.174656,0.315,0.121947,0.315,0.119104,0.315,0.163318,0.315,0.118343
0.320,0.149266,0.320,0.118952,0.320,0.192317,0.320,0.138458,0.320,0.137390,0.320,0.178491,0.320,0.136300
0.325,0.166157,0.325,0.135304,0.325,0.209021,0.325,0.154700,0.325,0.155477,0.325,0.192500,0.325,0.154126
0.330,0.182320,0.330,0.151532,0.330,0.224658,0.330,0.170426,0.330,0.172974,0.330,0.205368,0.330,0.171478
0.335,0.197598,0.335,0.167393,0.335,0.239191,0.335,0.185464,0.335,0.189595,0.335,0.217211,0.335,0.188109
0.340,0.211921,0.340,0.182695,0.340,0.252635,0.340,0.199708,0.340,0.205165,0.340,0.228195,0.340,0.203867
0.345,0.225278,0.345,0.197290,0.345,0.265036,0.345,0.213101,0.345,0.219614,0.345,0.238492,0.345,0.218683
0.350,0.237702,0.350,0.211068,0.350,0.276451,0.350,0.225627,0.350,0.232950,0.350,0.248253,0.350,0.232550
0.355,0.249239,0.355,0.223945,0.355,0.286941,0.355,0.237290,0.355,0.245230,0.355,0.257583,0.355,0.245492
0.360,0.259938,0.360,0.235861,0.360,0.296563,0.360,0.248106,0.360,0.256538,0.360,0.266540,0.360,0.257549
0.365,0.269840,0.365,0.246778,0.365,0.305370,0.365,0.258099,0.365,0.266958,0.365,0.275141,0.365,0.268758
0.370,0.278978,0.370,0.256682,0.370,0.313410,0.370,0.267296,0.370,0.276561,0.370,0.283368,0.370,0.279147
0.375,0.287381,0.375,0.265587,0.375,0.320730,0.375,0.275728,0.375,0.285408,0.375,0.291192,0.375,0.288738
0.380,0.295076,0.380,0.273535,0.380,0.327376,0.380,0.283436,0.380,0.293547,0.380,0.298579,0.380,0.297551
0.385,0.302098,0.385,0.280599,0.385,0.333393,0.385,0.290463,0.385,0.301021,0.385,0.305503,0.385,0.305607
0.390,0.308492,0.390,0.286875,0.390,0.338825,0.390,0.296864,0.390,0.307871,0.390,0.311954,0.390,0.312939
0.395,0.314313,0.395,0.292476,0.395,0.343717,0.395,0.302696,0.395,0.314147,0.395,0.317937,0.395,0.319587
0.400,0.319624,0.400,0.297523,0.400,0.348109,0.400,0.308022,0.400,0.319901,0.400,0.323470,0.400,0.325605
0.405,0.324492,0.405,0.302135,0.405,0.352045,0.405,0.312906,0.405,0.325191,0.405,0.328584,0.405,0.331051
0.410,0.328987,0.410,0.306421,0.410,0.355566,0.410,0.317409,0.410,0.330077,0.410,0.333312,0.410,0.335986
0.415,0.333171,0.415,0.310477,0.415,0.358715,0.415,0.321589,0.415,0.334615,0.415,0.337692,0.415,0.340472
0.420,0.337101,0.420,0.314380,0.420,0.361535,0.420,0.325501,0.420,0.338856,0.420,0.341755,0.420,0.344564
0.425,0.340823,0.425,0.318192,0.425,0.364071,0.425,0.329194,0.425,0.342842,0.425,0.345530,0.425,0.348313
0.430,0.344374,0.430,0.321959,0.430,0.366368,0.430,0.332713,0.430,0.346609,0.430,0.349043,0.430,0.351761
0.435,0.347781,0.435,0.325715,0.435,0.368471,0.435,0.336096,0.435,0.350182,0.435,0.351861,0.435,0.354946
0.440,0.351065,0.440,0.329487,0.440,0.370423,0.440,0.339381,0.440,0.353582,0.440,0.354193,0.440,0.357901
0.445,0.354239,0.445,0.333298,0.445,0.372263,0.445,0.342601,0.445,0.356825,0.445,0.356498,0.445,0.360658
0.450,0.357318,0.450,0.337170,0.450,0.374026,0.450,0.345789,0.450,0.359927,0.450,0.358788,0.450,0.363247
0.455,0.360313,0.455,0.341128,0.455,0.375632,0.455,0.348623,0.455,0.362906,0.455,0.361081,0.455,0.365700
0.460,0.363237,0.460,0.345197,0.460,0.377121,0.460,0.351606,0.460,0.365781,0.460,0.363405,0.460,0.368050
0.465,0.365938,0.465,0.349407,0.465,0.378681,0.465,0.354838,0.465,0.368578,0.465,0.365795,0.465,0.370332
0.470,0.368607,0.470,0.353792,0.470,0.380327,0.470,0.358381,0.470,0.371326,0.470,0.368297,0.470,0.372585
0.475,0.371474,0.475,0.358411,0.475,0.382089,0.475,0.362314,0.475,0.374057,0.475,0.370975,0.475,0.374848
0.480,0.374608,0.480,0.363535,0.480,0.384003,0.480,0.366734,0.480,0.376809,0.480,0.373906,0.480,0.377162
0.485,0.378099,0.485,0.369301,0.485,0.386125,0.485,0.371756,0.485,0.379624,0.485,0.377191,0.485,0.379678
0.490,0.382060,0.490,0.375822,0.490,0.388528,0.490,0.377518,0.490,0.382699,0.490,0.380951,0.490,0.382611
0.495,0.386624,0.495,0.383225,0.495,0.391309,0.495,0.384175,0.495,0.386291,0.495,0.385335,0.495,0.386049
0.500,0.391950,0.500,0.391644,0.500,0.394591,0.500,0.391898,0.500,0.390478,0.500,0.390515,0.500,0.390130
0.505,0.398216,0.505,0.401218,0.505,0.398525,0.505,0.400871,0.505,0.395411,0.505,0.396687,0.505,0.395011
0.510,0.405617,0.510,0.412087,0.510,0.403288,0.510,0.411277,0.510,0.401259,0.510,0.404066,0.510,0.400874
0.515,0.414356,0.515,0.424379,0.515,0.409082,0.515,0.423295,0.515,0.408211,0.515,0.412878,0.515,0.407917
0.520,0.424637,0.520,0.438207,0.520,0.416128,0.520,0.437082,0.520,0.416461,0.520,0.423350,0.520,0.416346
0.525,0.436649,0.525,0.453659,0.525,0.424654,0.525,0.452761,0.525,0.426207,0.525,0.435696,0.525,0.426369
0.530,0.450556,0.530,0.470786,0.530,0.434890,0.530,0.470407,0.530,0.437633,0.530,0.450101,0.530,0.438181
0.535,0.466478,0.535,0.489594,0.535,0.447046,0.535,0.490037,0.535,0.450901,0.535,0.466703,0.535,0.451947
0.540,0.484479,0.540,0.510041,0.540,0.461298,0.540,0.511597,0.540,0.466136,0.540,0.485578,0.540,0.467790
0.545,0.504554,0.545,0.532026,0.545,0.477773,0.545,0.534962,0.545,0.483407,0.545,0.506728,0.545,0.485773
0.550,0.526619,0.550,0.555393,0.550,0.496529,0.550,0.559930,0.550,0.502723,0.550,0.530064,0.550,0.505888
