Vf,P2020
0.250,0.001424
0.255,0.002398
0.260,0.003897
0.265,0.006117
0.270,0.009277
0.275,0.013610
0.280,0.019336
0.285,0.026630
0.290,0.035601
0.295,0.046266
0.300,0.058538
0.305,0.072232
0.310,0.087083
0.315,0.102769
0.320,0.118952
0.325,0.135304
0.330,0.151532
0.335,0.167393
0.340,0.182695
0.345,0.197290
0.350,0.211068
0.355,0.223945
0.360,0.235861
0.365,0.246778
0.370,0.256682
0.375,0.265587
0.380,0.273535
0.385,0.280599
0.390,0.286875
0.395,0.292476
0.400,0.297523
0.405,0.302135
0.410,0.306421
0.415,0.310477
0.420,0.314380
0.425,0.318192
0.430,0.321959
0.435,0.325715
0.440,0.329487
0.445,0.333298
0.450,0.337170
0.455,0.341128
0.460,0.345197
0.465,0.349407
0.470,0.353792
0.475,0.358411
0.480,0.363535
0.485,0.369301
0.490,0.375822
0.495,0.383225
0.500,0.391644
0.505,0.401218
0.510,0.412087
0.515,0.424379
0.520,0.438207
0.525,0.453659
0.530,0.470786
0.535,0.489594
0.540,0.510041
0.545,0.532026
0.550,0.555393
0.555,0.579932
0.560,0.605384
0.565,0.631459
0.570,0.657840
0.575,0.684208
0.580,0.710255
0.585,0.735700
0.590,0.760302
0.595,0.783872
0.600,0.806270
0.605,0.827408
0.610,0.847238
0.615,0.865748
0.620,0.882944
0.625,0.898841
0.630,0.913452
0.635,0.926786
0.640,0.938846
0.645,0.949635
0.650,0.959157
0.655,0.967433
0.660,0.974498
0.665,0.980413
0.670,0.985261
0.675,0.989143
0.680,0.992180
0.685,0.994496
0.690,0.996217
0.695,0.997463
0.700,0.998341
0.705,0.998942
0.710,0.999343
0.715,0.999602
0.720,0.999766
0.725,0.999866
0.730,0.999925
0.735,0.999959
0.740,0.999978
0.745,0.999989
0.750,0.999994
