METRIC,S2020
Vf,0.450504
Sf,0.346110
EG,0.054898
PR,0.104394
GAMMA,0.125839
BS_50,0.108102
BV_50,0.037311
BS_V,0.048256
GS,0.058923
MM,0.068148
LO,0.030307
DECL,21.401212
R,3.109150
r,0.566744
Sb,0.346110
Ra,0.673055
Rb,0.173055
Va,0.642087
Vb,0.327605
L_Vf,0.430000
L_Sf,0.332713
U_Vf,0.475000
U_Sf,0.362314
