METRIC,S2020
Vf,0.508587
Sf,0.496730
EG,0.020444
PR,0.011857
GAMMA,0.032998
BS_50,0.032997
BV_50,0.009513
BS_V,0.033016
GS,0.019189
MM,0.005155
LO,0.028980
DECL,6.031825
R,-0.380824
r,3.461977
Sb,0.496730
Ra,0.748365
Rb,0.248365
Va,0.581715
Vb,0.389305
L_Vf,0.485000
L_Sf,0.415204
U_Vf,0.530000
U_Sf,0.570338
