Vf,S2020
0.250,0.000074
0.255,0.000140
0.260,0.000258
0.265,0.000459
0.270,0.000792
0.275,0.001326
0.280,0.002152
0.285,0.003388
0.290,0.005178
0.295,0.007683
0.300,0.011073
0.305,0.015510
0.310,0.021128
0.315,0.028009
0.320,0.036165
0.325,0.045520
0.330,0.055913
0.335,0.067102
0.340,0.078789
0.345,0.090651
0.350,0.102374
0.355,0.113695
0.360,0.124426
0.365,0.134474
0.370,0.143844
0.375,0.152624
0.380,0.160973
0.385,0.169086
0.390,0.177171
0.395,0.185422
0.400,0.194002
0.405,0.203031
0.410,0.212583
0.415,0.222693
0.420,0.233361
0.425,0.244564
0.430,0.256271
0.435,0.268448
0.440,0.281072
0.445,0.294129
0.450,0.307621
0.455,0.321560
0.460,0.335966
0.465,0.350857
0.470,0.366242
0.475,0.382117
0.480,0.398456
0.485,0.415204
0.490,0.432285
0.495,0.449593
0.500,0.467003
0.505,0.484374
0.510,0.501684
0.515,0.519174
0.520,0.536508
0.525,0.553585
0.530,0.570338
0.535,0.586737
0.540,0.602793
0.545,0.618557
0.550,0.634122
0.555,0.649612
0.560,0.665177
0.565,0.680980
0.570,0.697182
0.575,0.713924
0.580,0.731313
0.585,0.749403
0.590,0.768180
0.595,0.787556
0.600,0.807369
0.605,0.827385
0.610,0.847312
0.615,0.866824
0.620,0.885582
0.625,0.903265
0.630,0.919591
0.635,0.934340
0.640,0.947371
0.645,0.958621
0.650,0.968107
0.655,0.975917
0.660,0.982193
0.665,0.987113
0.670,0.990876
0.675,0.993683
0.680,0.995724
0.685,0.997172
0.690,0.998172
0.695,0.998847
0.700,0.999289
0.705,0.999572
0.710,0.999749
0.715,0.999856
0.720,0.999919
0.725,0.999956
0.730,0.999977
0.735,0.999988
0.740,0.999994
0.745,0.999997
0.750,0.999999
