Vf,composite
0.250,0.000061
0.255,0.000117
0.260,0.000216
0.265,0.000386
0.270,0.000671
0.275,0.001129
0.280,0.001844
0.285,0.002922
0.290,0.004495
0.295,0.006717
0.300,0.009751
0.305,0.013761
0.310,0.018889
0.315,0.025237
0.320,0.032843
0.325,0.041668
0.330,0.051588
0.335,0.062398
0.340,0.073829
0.345,0.085572
0.350,0.097317
0.355,0.108785
0.360,0.119760
0.365,0.130109
0.370,0.139795
0.375,0.148867
0.380,0.157448
0.385,0.165710
0.390,0.173848
0.395,0.182053
0.400,0.190495
0.405,0.199304
0.410,0.208570
0.415,0.218339
0.420,0.228623
0.425,0.239408
0.430,0.250666
0.435,0.262366
0.440,0.274483
0.445,0.287007
0.450,0.299940
0.455,0.313300
0.460,0.327116
0.465,0.341421
0.470,0.356244
0.475,0.371603
0.480,0.387496
0.485,0.403898
0.490,0.420755
0.495,0.437984
0.500,0.455474
0.505,0.473095
0.510,0.490698
0.515,0.508129
0.520,0.525487
0.525,0.543267
0.530,0.560765
0.535,0.577913
0.540,0.594687
0.545,0.611111
0.550,0.627254
0.555,0.643232
0.560,0.659190
0.565,0.675300
0.570,0.691735
0.575,0.708657
0.580,0.726195
0.585,0.744423
0.590,0.763348
0.595,0.782900
0.600,0.802924
0.605,0.823193
0.610,0.843415
0.615,0.863258
0.620,0.882374
0.625,0.900430
0.630,0.917132
0.635,0.932250
0.640,0.945628
0.645,0.957196
0.650,0.966968
0.655,0.975025
0.660,0.981509
0.665,0.986601
0.670,0.990501
0.675,0.993415
0.680,0.995537
0.685,0.997044
0.690,0.998087
0.695,0.998791
0.700,0.999254
0.705,0.999551
0.710,0.999736
0.715,0.999848
0.720,0.999915
0.725,0.999954
0.730,0.999975
0.735,0.999987
0.740,0.999993
0.745,0.999997
0.750,0.999998
