METRIC,P2016
Vf,0.498823
Sf,0.436910
EG,0.060736
PR,0.061913
GAMMA,0.059234
BS_50,0.059095
BV_50,0.016565
BS_V,0.058982
GS,0.026431
MM,0.018953
LO,0.029340
DECL,10.911106
R,53.602634
r,3.276719
Sb,0.436910
Ra,0.718455
Rb,0.218455
Va,0.589481
Vb,0.381179
L_Vf,0.475000
L_Sf,0.364095
U_Vf,0.520000
U_Sf,0.512598
