METRIC,S2016
Vf,0.390366
Sf,0.141386
EG,0.139346
PR,0.248980
GAMMA,0.305739
BS_50,0.098548
BV_50,0.018471
BS_V,-0.040999
GS,0.044823
MM,0.023930
LO,-0.002281
DECL,45.215954
R,3.271007
r,0.482280
Sb,0.141386
Ra,0.570693
Rb,0.070693
Va,0.651605
Vb,0.350676
L_Vf,0.370000
L_Sf,0.131712
U_Vf,0.415000
U_Sf,0.158111
