Vf,composite
0.250,0.002552
0.255,0.004005
0.260,0.006047
0.265,0.008794
0.270,0.012335
0.275,0.016711
0.280,0.021903
0.285,0.027830
0.290,0.034353
0.295,0.041301
0.300,0.048489
0.305,0.055752
0.310,0.062956
0.315,0.070011
0.320,0.076867
0.325,0.083496
0.330,0.089880
0.335,0.095995
0.340,0.101804
0.345,0.107260
0.350,0.112312
0.355,0.116919
0.360,0.121068
0.365,0.124776
0.370,0.128102
0.375,0.131144
0.380,0.134032
0.385,0.136924
0.390,0.139992
0.395,0.143416
0.400,0.147373
0.405,0.152031
0.410,0.157543
0.415,0.164040
0.420,0.171629
0.425,0.180387
0.430,0.190361
0.435,0.201563
0.440,0.213973
0.445,0.227541
0.450,0.242188
0.455,0.257810
0.460,0.274288
0.465,0.291157
0.470,0.307691
0.475,0.325023
0.480,0.343098
0.485,0.361853
0.490,0.381220
0.495,0.401129
0.500,0.421505
0.505,0.442280
0.510,0.463389
0.515,0.484778
0.520,0.506401
0.525,0.528225
0.530,0.550226
0.535,0.572384
0.540,0.594687
0.545,0.617120
0.550,0.639660
0.555,0.662279
0.560,0.684930
0.565,0.707556
0.570,0.730079
0.575,0.752407
0.580,0.774430
0.585,0.796025
0.590,0.817058
0.595,0.837384
0.600,0.856855
0.605,0.875325
0.610,0.892651
0.615,0.908708
0.620,0.923389
0.625,0.936616
0.630,0.948345
0.635,0.958572
0.640,0.967327
0.645,0.974682
0.650,0.980738
0.655,0.985623
0.660,0.989478
0.665,0.992454
0.670,0.994700
0.675,0.996356
0.680,0.997549
0.685,0.998388
0.690,0.998963
0.695,0.999348
0.700,0.999600
0.705,0.999760
0.710,0.999859
0.715,0.999920
0.720,0.999955
0.725,0.999976
0.730,0.999987
0.735,0.999993
0.740,0.999997
0.745,0.999998
0.750,0.999999
