Vf,AG2018
0.250,0.001894
0.255,0.003021
0.260,0.004634
0.265,0.006847
0.270,0.009752
0.275,0.013403
0.280,0.017802
0.285,0.022885
0.290,0.028528
0.295,0.034560
0.300,0.040786
0.305,0.047022
0.310,0.053119
0.315,0.058986
0.320,0.064593
0.325,0.069971
0.330,0.075187
0.335,0.080321
0.340,0.085444
0.345,0.090602
0.350,0.095802
0.355,0.101021
0.360,0.106210
0.365,0.111314
0.370,0.116290
0.375,0.121118
0.380,0.125815
0.385,0.130439
0.390,0.135091
0.395,0.139906
0.400,0.145044
0.405,0.150677
0.410,0.156979
0.415,0.164113
0.420,0.172217
0.425,0.181404
0.430,0.191748
0.435,0.203286
0.440,0.216018
0.445,0.229908
0.450,0.244886
0.455,0.260858
0.460,0.277708
0.465,0.295306
0.470,0.313515
0.475,0.332196
0.480,0.350887
0.485,0.369486
0.490,0.388676
0.495,0.408393
0.500,0.428564
0.505,0.449122
0.510,0.469996
0.515,0.491121
0.520,0.512437
0.525,0.533890
0.530,0.555436
0.535,0.577033
0.540,0.598647
0.545,0.620248
0.550,0.641807
0.555,0.663298
0.560,0.684691
0.565,0.705955
0.570,0.727055
0.575,0.747949
0.580,0.768586
0.585,0.788906
0.590,0.808833
0.595,0.828277
0.600,0.847130
0.605,0.865269
0.610,0.882559
0.615,0.898861
0.620,0.914037
0.625,0.927965
0.630,0.940548
0.635,0.951720
0.640,0.961458
0.645,0.969780
0.650,0.976746
0.655,0.982452
0.660,0.987023
0.665,0.990601
0.670,0.993336
0.675,0.995377
0.680,0.996864
0.685,0.997921
0.690,0.998653
0.695,0.999147
0.700,0.999473
0.705,0.999682
0.710,0.999813
0.715,0.999892
0.720,0.999940
0.725,0.999967
0.730,0.999982
0.735,0.999991
0.740,0.999995
0.745,0.999998
0.750,0.999999
