CD,S2016
1,0.404411
2,0.258774
3,0.592837
4,0.251332
5,0.318279
6,0.366436
7,0.357148
8,0.291106
9,0.426687
10,0.376952
11,0.733132
12,0.300736
13,0.445386
14,0.376804
15,0.364108
